,0
21,"From underneath the trees, we watch the sky  
Confusing stars for satellites  
I never dreamed that you'd be mine  
But here we are, we're here tonight  
  
Singing Amen, I'm alive (I'm alive)  
Singing Amen, I'm alive  
  
If everyone cared and nobody cried  
If everyone loved and nobody lied  
If everyone shared and swallowed their pride  
Then we'd see the day when nobody died  
And I'm singing  
  
Amen I, Amen I, Amen I, I'm alive  
Amen I, Amen I, Amen I, I'm alive  
  
And in the air the fireflies  
Our only light in paradise  
We'll show the world they were wrong  
And teach them all to sing along  
  
Singing Amen, I, I'm alive (I'm alive)  
Singing Amen, I, I'm alive  
  
If everyone cared and nobody cried  
If everyone loved and nobody lied  
If everyone shared and swallowed their pride  
Then we'd see the day when nobody died  
If everyone cared and nobody cried  
If everyone loved and nobody lied  
If everyone shared and swallowed their pride  
Then we'd see the day when nobody died  
  
And as we lie beneath the stars  
We realize how small we are  
If they could love like you and me  
Imagine what the world could be  
  
If everyone cared and nobody cried  
If everyone loved and nobody lied  
If everyone shared and swallowed their pride  
Then we'd see the day when nobody died  
If everyone cared and nobody cried  
If everyone loved and nobody lied  
If everyone shared and swallowed their pride  
Then we'd see the day when nobody died  
  
Then we'd see the day, we'd see the day  
When nobody died  
Then we'd see the day, we'd see the day  
When nobody died  
Then we'd see the day when nobody died

"
22,"My best friend gave me the best advice  
He said each day's a gift and not a given right  
Leave no stone unturned, leave your fears behind  
And try to take the path less traveled by  
That first step you take is the longest stride  
  
If today was your last day  
And tomorrow was too late  
Could you say goodbye to yesterday?  
Would you live each moment like your last?  
Leave old pictures in the past  
Donate every dime you have?  
If today was your last day  
(If today was your last day)  
  
Against the grain should be a way of life  
What's worth the prize is always worth the fight  
Every second counts 'cause there's no second try  
So live like you'll never live it twice  
Don't take the free ride in your own life  
  
[Chorus]  
If today was your last day  
And tomorrow was too late  
Could you say goodbye to yesterday?  
Would you live each moment like your last?  
Leave old pictures in the past  
Donate every dime you have?  
Would you call old friends you never see?  
Reminisce old memories  
Would you forgive your enemies?  
Would you find that one you're dreamin' of?  
Swear up and down to God above  
That you finally fall in love  
If today was your last day  
  
If today was your last day  
Would you make your mark by mending a broken heart?  
You know it's never too late to shoot for the stars  
Regardless of who you are  
So do whatever it takes  
Cause you can't rewind a moment in this life  
Let nothin' stand in your way  
Cause the hands of time are never on your side  
  
[Chorus]

"
23,"I want to take his eyes out  
Just for looking at you  
Yes I do  
I want to take his hands off  
Just for touching you  
Yes I do  
  
And I want to rip his heart out  
Just for hurting you  
And I want to break his mind down  
Yes I do  
  
And I want to make him  
Regret life since the day he met you  
Yes I do  
And I want to make him  
Take back all that he took from you  
Yes I do  
  
And I want to rip his heart out  
Just for hurting you  
And I want to break his mind down  
Yes I do  
Yes I do  
Yes I do  
Yes I do  
  
And I want to rip his heart out  
Just for hurting you  
And I want to break his mind down  
Yes I do  
Yes I do  
Yes I do  
Yes I do

"
24,"Tears come pourin' down my face,  
No one knows how I feel.  
I wanted to show you, all the fellings that are real.  
  
Don't look at me like that,  
Coz' I know I did nothin' to you.  
I'll show you all the things,  
That you've put me through.  
  
It is not a compliment,  
It is words from my heart.  
And that's how they will be.....  
Chorus:  
Everything is, just mine!  
Every part of my life is too,  
Every feelin' I feel,  
I can not lie!  
Coz' every time I try, I get put through hell.  
  
What do you think of me?  
And how do you feel bout' me?  
Why do you hate me,  
Coz' I know I did nothing to you.  
  
Chorus2x

"
25,"He was my best friend, I tried to help him,  
But he traded everything, for suffering,  
And found himself alone.  
I watched the lying, turn into hiding,  
With scars on both his lips, his fingertips,  
Were melted to the bone.  
  
[Chorus]  
But I can still remember what his face looked like,  
When I found him in an alley in the middle of the night.  
Tell me what you know! Tell me what you gone and done now!  
Tell me what you know! Tell me what you gone and done now!  
Gun would do the trick, get it over with,  
You're better off,  
To take all you've got and burn it on the spot,  
Just to get high,(high)  
  
Three days no sleeping, he gave up eating,  
He sold his mother's rings, she said nothing,  
And pretended not to know,  
He started stealing, to supply the feeling,  
Found out he pulled a knife, on someone's wife,  
And held it to her throat.  
  
[Chorus]  
  
Tell me what did, where you gone and hid?  
Show me!  
What you really want, was it what you got?  
Slowly!  
Circle in the drain, throw it all away,  
Just to get high, (high).  
High, oh!  
  
(High, high)  
High  
(High, high)  
High  
  
Tell me what you know! Tell me what you gone and done now!  
Tell me what you know! Tell me what you gone and done now!  
Gun would do the trick, get it over with,  
You're better off,  
To take all that you've got and burn it on the spot,  
Just to get high, (high).  
Tell me what did, where you gone and hid?  
Show me!  
What you really want, was it what you got?  
Slowly!  
Circle in the drain, throw it all away,  
Just to get high  
Just to get high  
Circle in the drain, throw it all away,  
Just to get high.

"
26,"Hollywood is plastic, but easy on the eyes.  
Big Apple is fantastic, but cuts you down to size.  
  
They'll treat you like a doormat, expecting you to fail.  
Says right across your forehead, integrity for sale.  
  
You'll be on TV when it starts to snow in hell.  
Bet you wish you heard about it.  
Bet you wish you heard about it.  
You won't believe me, so go and see it for yourself.  
  
From Mexico to New York.  
Blondes from California.  
East Coast takes the cocaine, West Coast marijuana.  
Don't be surprised when you swallow more than pride.  
It's tough to see through bullshit when it's up above your eyes.  
  
Kiss is goodbye,  
  
Stealing comes with practice, lying comes with ease.  
But neither one is faster then falling to your knees.  
  
Money leads to fame and fame is the disease.  
The latest epidemic, reality TV.  
  
You'll be on TV when it starts to snow in hell.  
Bet you wish you heard about it.  
Bet you wish you heard about it.  
You won't believe me, so go and see it for yourself.  
  
From Mexico to New York.  
Blondes from California.  
East Coast takes the cocaine, West Coast marijuana.  
Don't be surprised when you swallow all your pride.  
It's tough to see through bullshit when it's up above your eyes  
  
Kiss it goodbye.  
Kiss it goodbye.  
  
From Mexico to New York.  
Blondes from California.  
East Coast takes the cocaine, West Coast marijuana.  
Don't be surprised when you swallow all your pride.  
It's tough to see through bullshit when it's up above your eyes.  
  
Kiss it goodbye.  
Kiss it goodbye.

"
27,"I know the feeling  
Of finding yourself stuck out on the ledge  
And there ain't no healing  
From cuttin' yourself with the jagged edge  
I'm tellin' you that it's never that bad  
And take it from someone who's been where your at  
You're laid out on the floor and you're not sure  
You can take this anymore  
  
So just give it one more try  
With a lullaby  
And turn this up on the radio  
If you can hear me now  
I'm reachin' out to let you know  
That you're not alone  
  
And you can't tell, I'm scared as hell  
'Cause I can't get you on the telephone  
So just close your eyes  
Well honey here comes a lullaby  
Your very own lullaby  
Please let me take you  
Out of the darkness and into the light  
'Cause I have faith in you  
That you're gonna make it through another night  
Stop thinkin' about the easy way out  
There's no need to go and blow the candle out  
Because you're not done, you're far too young  
And the best is yet to come  
  
So just give it one more try  
With a lullaby  
And turn this up on the radio  
If you can hear me now  
I'm reachin' out to let you know  
That you're not alone  
  
And you can't tell, I'm scared as hell  
'Cause I can't get you on the telephone  
So just close your eyes  
Well honey here comes a lullaby  
Your very own lullaby  
  
Well everybody's hit the bottom  
And everybody's been forgotten  
Well everybody's tired of being alone  
Yeah everybody's been abandoned  
And left a little empty handed  
So if you're out there barely hangin', on  
  
Just give it one more try  
With a lullaby  
And turn this up on the radio  
If you can hear me now  
I'm reachin' out to let you know  
That you're not alone  
  
And you can't tell, I'm scared as hell  
'Cause I can't get you on the telephone  
So just close your eyes  
Well honey here comes a lullaby  
Your very own lullaby  
Well honey here comes a lullaby  
Your very own lullaby

"
28,"Before this hits the ground,  
Before this fades away,  
I wanna let it out  
And I don't wanna wait  
So don't you let me down  
And don't you hesitate  
Before I turn around,  
Before I walk away,  
I want you to make me  
Make me  
Make me  
  
Make me believe again  
In some kind of faith  
Help me to see again  
Before it's too late  
'Cause forever is never  
That far away  
Make me believe again,  
Make me believe again,  
I can't pretend,  
Make me believe again.  
  
Make me believe again  
In some kind of faith  
Help me to see again  
Before it's too late  
'Cause forever is never  
That far away  
Make me believe again,  
Make me believe again,  
I can't pretend,  
Make me believe again.  
  
If you could take the dirt  
And wash it all away  
If you could say the words  
That make me want to stay  
Just tell me there's a chance  
To Hell with all the blame.  
If you could take my hand,  
If you could lead the way,  
I want you to make me,  
Make me,  
Make me  
  
Make me believe again  
In some kind of faith  
Help me to see again  
Before it's too late  
'Cause forever is never  
That far away  
Make me believe again,  
Make me believe again,  
I can't pretend,  
Make me believe again.  
  
Make me believe again  
In some kind of faith  
Help me to see again  
Before it's too late  
'Cause forever is never  
That far away  
Make me believe again,  
Make me believe again,  
I can't pretend,  
Make me believe again.

"
29,"He's drunk again, it's time to fight  
She must have done something wrong tonight  
The living room becomes a boxing ring  
It's time to run when you see him clenching his hands  
She's just a woman, never again  
  
I hear her scream from down the hall  
Amazing she can even talk at all  
She cries to me ""go back to bed""  
I'm terrified that she'll wind up dead in his hands  
She's just a woman, never again  
  
Been there before but not like this  
Seen it before but not like this  
Never before have I ever seen it this bad  
She's just a woman, never again  
  
Just tell the nurse you slipped an fell  
It starts to sting as it starts to swell  
She looks at you, she wants the truth  
It's right out there in the waiting room with those hands  
Lookin' just as sweet as he can, never again  
  
Seen it before but not like this  
Been there before but not like this  
Never before have I ever seen it this bad  
She's just a woman, never again  
  
Father's a name you haven't earned yet  
You're just a child with a temper  
Haven't you heard ""don't hit a lady""  
Kickin' your ass would be a pleasure  
  
He's drunk again, it's time to fight  
Same old shit, just on a different night  
She grabs the gun, she's had enough  
Tonight she'll find out how fuckin' tough is this man  
Pulls the trigger fast as she can, never again  
  
Seen it before but not like this  
Been there before but not like this  
Never before have I ever seen it this bad  
She's just a woman, never again

"
30,"Crafty friends where'd they all go  
Try and find but no one ever knows  
You fall down makes you want to stay  
Who the hell would want to anyway  
Well I'm leaving  
  
And I want it all  
Forgot it all  
Better find this all  
And I found out where it's all at  
  
Better now than I'm before  
Tried it once now I want it more  
Memories of cut in half  
Tell the truth then I want you to laugh  
We're not laughing  
  
And I want it all  
Forgot it all  
Better find this all  
And I found out where it's all at  
  
Knew it all  
What's it like  
Sell it all  
What's your price  
  
Steal a car we're all headed south  
You know the score so just shut your mouth  
One more run then I want out  
Not like them I'd rather go without  
Without needing  
  
And I want it all  
Forgot it all  
Better find this all  
And I found out where it's all at  
  
Well I knew it all  
Better than before  
Better find this all  
And I found out where it's all at

"
31,"I'm through with standing in line  
To clubs I'll never get in  
It's like the bottom of the ninth  
And I'm never gonna win  
This life hasn't turned out  
Quite the way I want it to be  
(Tell me what you want)  
  
I want a brand new house  
On an episode of Cribs  
And a bathroom I can play baseball in  
And a king size tub big enough  
For ten plus me  
(So what you need?)  
  
I'll need a credit card that's got no limit  
And a big black jet with a bedroom in it  
Gonna join the mile high club  
At thirty-seven thousand feet  
(Been there, done that)  
  
I want a new tour bus full of old guitars  
My own star on Hollywood Boulevard  
Somewhere between Cher and  
James Dean is fine for me  
(So how you gonna do it?)  
  
I'm gonna trade this life for fortune and fame  
I'd even cut my hair and change my name  
  
'Cause we all just wanna be big rock stars  
And live in hilltop houses driving fifteen cars  
The girls come easy and the drugs come cheap  
We'll all stay skinny 'cause we just won't eat  
And we'll hang out in the coolest bars  
In the VIP with the movie stars  
Every good gold digger's gonna wind up there  
Every Playboy bunny in her bleach blond hair, and we'll  
Hey, hey, I want to be a rock star  
Hey, hey, I want to be a rock star  
  
I want to be great like Elvis without the tassels  
Hire eight body guards that love to beat up assholes  
Sign a couple autographs  
So I can eat my meals for free  
(I'll have the quesadilla)  
  
I'm gonna dress my ass  
With the latest fashion  
Get a front door key to the Playboy mansion  
Gonna date a centerfold that loves to  
Blow my money for me  
(Does this make me look fat?)  
(So how you gonna do it?)  
  
I'm gonna trade this life for fortune and fame  
I'd even cut my hair and change my name  
  
Cause we all just wanna be big rock stars  
And live in hilltop houses driving fifteen cars  
The girls come easy and the drugs come cheap  
We'll all stay skinny 'cause we just won't eat  
And we'll hang out in the coolest bars  
In the VIP with the movie stars  
Every good gold digger's gonna wind up there  
Every Playboy bunny with her bleach blond hair  
And we'll hide out in the private rooms  
With the latest dictionary and today's who's who  
They'll get you anything with that evil smile  
Everybody's got a drug dealer on speed dial, well  
Hey, hey, I want to be a rock star  
Hey, hey, I want to be a rock star  
  
I'm gonna sing those songs  
That offend the censors  
Gonna pop my pills  
From a Pez dispenser  
Get washed-up singers writing all my songs  
Lip sync 'em every night so I don't get 'em wrong  
  
Well, we all just want to be big rock stars  
And live in hilltop houses driving fifteen cars  
The girls come easy and the drugs come cheap  
We'll all stay skinny 'cause we just won't eat  
And we'll hang out in the coolest bars  
In the VIP with the movie stars  
Every good gold digger's gonna wind up there  
Every Playboy bunny with her bleach blond hair  
And we'll hide out in the private rooms  
With the latest dictionary and today's who's who  
They'll get you anything with that evil smile  
Everybody's got a drug dealer on speed dial, well  
Hey, hey, I want to be a rock star  
Hey, hey, I want to be a rock star

"
32,"""No"" is a dirty word ,  
Never gonna say it first,  
""No"" is just a thought that never crosses my mind.  
Maybe in the parking lot,  
Better bring your friend along,  
Better all together than just one at a time.  
  
[Chorus]  
S is for the simple need.  
E is for the ecstasy.  
X is just to mark the spot,  
Cause that's the one you really want.  
(Yes) sex is always the answer, it's never a question,  
Cause the answer's yes, oh the answer's (yes)  
Not just a suggestion, if you ask the question,  
Then it's always yes, yeah!  
  
I'm loving what you wanna wear,  
I wonder what's up under there?  
Wonder if I'll ever have it under my tongue?  
I love to try to set you free,  
I love you all over me.  
Love to hear the sound you make the second you're done.  
  
[Chorus]  
  
Yeah, yeah, yeah  
Yeah, yeah, yeah  
Yeah, yeah, yeah  
Yeah, yeah, yeah  
  
[Chorus]  
  
(Yes) sex is always the answer, it's never a question,  
Cause the answer's yes, oh the answer's (Yes).  
Not just a suggestion, if you ask the question,  
Then it's always yes, yeah, (yes)  
Yeah, yeah, yeah  
Yeah, yeah, yeah  
Yeah, yeah, yeah  
Yeah, yeah, yeah  
  
Yes!

"
33,"Uncle Sam taught him to shoot  
Maybe a little too well  
Finger on the trigger, loaded bullet  
He hit the stage so full of rage  
And let the whole world know it  
Six feet away, they heard him say  
""Oh God, don't let him pull it.""  
  
Please, God, don't let him pull it  
How could you put us through it?  
His brother watched you do it  
  
How could you take his life away?  
(What made you think you had the right...)  
How could you be so full of hate?  
(...to take away somebody's life?  
And when I heard you let him die  
And made the world all wonder why  
I sat at home, and on my own  
I cried alone and scratched your name  
In the side of a bullet  
  
And in the wake of his mistake  
So many lives are broken  
Gone forever from a loaded bullet  
And no excuse that you could use  
Could pull somebody through it  
And to this day so many say  
""God, why'd you let him do it?""  
  
How could you let him do it?  
How could you put us through it?  
His brother watched him do it  
  
How could you take his life away?  
(What made you think you had the right...)  
How could you be so full of hate?  
(...to take away somebody's life?  
And when I heard you let him die  
And made the world all wonder why  
I sat at home, and cried alone  
And on my own I scratched your name  
In the side of a bullet  
  
How could you take his life away?  
(What made you think you had the right...)  
How could you be so full of hate?  
(...to take away somebody's life?  
And when I heard you let him die  
And made the world all wonder why  
I sat at home, and cried alone  
And on my own I scratched your name  
In the side of a bullet  
  
On the side of a bullet  
On the side of a bullet  
On the side of a bullet

"
34,"How the hell'd we wind up like this?  
Why weren't we able  
To see the signs that we missed  
Try and turn the tables?  
I wish you'd unclench your fists  
And unpack your suitcase  
Lately there's been too much of this  
But don't think it's too late  
  
Nothing's wrong just as long as you know that someday I will  
  
Someday, somehow  
I'm gonna make it alright but not right now  
I know you're wondering when  
(You're the only one who knows that)  
Someday, somehow  
I'm gonna make it alright but not right now  
I know you're wondering when  
  
Well, I'd hope that since we're here anyway  
We could end up saying  
Things we always needed to say  
So we could end up staying  
Now the story's played out like this  
Just like a paperback novel  
Let's rewrite an ending that fits  
Instead of a Hollywood horror  
  
Nothing's wrong just as long as you know that someday I will  
  
Someday, somehow  
I'm gonna make it alright but not right now  
I know you're wondering when  
(You're the only one who knows that)  
Someday, somehow  
I'm gonna make it alright but not right now  
I know you're wondering when  
(You're the only one who knows that)  
  
How the hell'd we wind up like this?  
Why weren't we able  
To see the signs that we missed  
Try and turn the tables?  
Now the story's played out like this  
Just like a paperback novel  
Let's rewrite an ending that fits  
Instead of a Hollywood horror  
  
Nothing's wrong just as long as you know that someday I will  
  
Someday, somehow  
I'm gonna make it alright but not right now  
I know you're wondering when  
(You're the only one who knows that)  
Someday, somehow  
I'm gonna make it alright but not right now  
I know you're wondering when  
(You're the only one who knows that)  
  
I know you're wondering when  
(You're the only one who knows that)  
I know you're wondering when

"
35,"Where will you be when the sky comes down?  
And what would you do if the strength was found?  
Stand right beside me when the ground starts shaking  
The only sound you'll hear is the breath we're taking  
If there is one thing I can promise you  
We'll see the light again  
  
This is the calm before the coming storm  
This is the red sky morning  
Without warning now  
This is the fight that we've been waiting for  
And there's no sense in running  
The hammer's coming down,  
The hammer's coming  
  
Once it's started, there's no turning back  
And I'll be with you when the sun turns black  
'Cause finding faith will always be the hardest  
When you're standing in the heart of darkness  
If there is one thing I can promise you  
We'll see the light again  
  
This is the calm before the coming storm  
This is the red sky morning  
Without warning now  
This is the fight that we've been waiting for  
And there's no sense in running  
The hammer's coming down,  
The hammer's coming  
  
Holding on  
We'll make it till the dawn  
It'll be here before long  
Holding on  
If we can find the light  
We can make our way back home  
  
Holding on  
We'll make it till the dawn  
It'll be here before long  
Holding on  
If we can find the light  
We'll find the light come on  
We'll find the light come on  
Hold on  
If we can find the light  
We'll find the light come on  
We'll find the light come on

"
36,"Baby's born on a bathroom floor  
Her mother prays that it'll never cry  
But nothing's wrong, you've got your prom dress on  
When they ask you'll say 'it isn't mine'  
You know they're gonna know you lied  
  
Why the hell don't you throw yourself away  
You know they're gonna burn it down  
Wash my hands of this  
You notice how god ain't even helping you out  
Wash my hands of this  
You notice how God ain't even helping you  
Why the hell don't you throw yourself away  
You know they're gonna burn it down  
  
So keep the way you feel anonymous  
And hide it all until the day you die  
Your secret's safe, at least you thought it was  
But you can only keep it for a little while  
And now you're terrified  
  
Why the hell don't you throw yourself away  
You know they're gonna burn it down  
Wash my hands of this  
You notice how God ain't even helping you out  
Wash my hands of this  
You notice how God ain't even helping you  
Why the hell don't you throw yourself away  
You know they're gonna burn it down  
  
Baby's born on a bathroom floor  
Her mother prays that it'll never cry  
But nothings wrong, you've got your prom dress on  
When they ask you'll say 'it isn't mine'  
You know they're gonna know you lied  
  
And damn you for thinking we will never know  
And damn you for thinking we would never mind  
Only reason that you made it this far  
You never asked him but you never tried  
  
Why the hell don't you throw yourself away  
Why the hell don't you blow yourself away  
You know they're gonna burn it down  
Wash my hands of this  
You notice how God ain't even helping you out  
Wash my hands of this  
You notice how God ain't even helping you  
Why the hell don't you blow yourself away  
You know they're gonna burn it down

"
37,"Father's hands are lined with dirt  
From long days in the field  
Mother's hands are serving meals  
In a cafe on Main Street  
With mouths to feed  
Just trying to keep clothing on our backs  
And all I hear about  
Is how it's so bad, it's so bad  
  
It's too bad it's too bad  
Too late, so wrong, so long  
It's too bad we had no time to rewind  
Let's walk, let's talk  
Let's talk  
  
You left without saying goodbye  
Although I'm sure you tried  
You'd call the house from time to time  
To make sure we're alive  
But you weren't there  
Right when I needed you the most  
And now I dream about it  
And how it's so bad, it's so bad  
  
It's too bad it's too bad  
Too late, so wrong, so long  
It's too bad we had no time to rewind  
Let's walk, let's talk  
It's so bad  
It's too bad it's too bad  
It's too late, so wrong, so long  
It's too bad we had no time to rewind  
Let's walk, let's talk  
(Let's talk)  
  
Father's hands are lined with guilt  
For tearing us apart  
Guess it turned out in the end  
Just look at where we are  
We made it out  
We still got clothing on our backs  
And now I scream about it  
And how it's so bad, it's so bad, it's so bad, it's so bad  
  
It's too bad it's too bad  
Too late, so wrong, so long  
It's too bad we had no time to rewind  
Let's walk, let's talk  
It's so bad  
It's too bad it's too bad  
It's too late, so wrong, so long  
It's too bad we had no time to rewind  
Let's walk, let's talk  
  
No time  
Let's walk  
Let's talk

"
38,"Children all have saviors  
Children don't care who saves us  
Round the corner, round the bend  
Fingernails torn to the end  
Bring back, bring back  
Bring back, bring back on me  
On me  
  
I told them, we scold them  
Can't console them always  
Toy soldiers falling  
Dominoes, but who knows?  
  
Bring back, bring back  
Bring back, bring back on me  
On me  
  
Yeah and I dream of falling stars  
And tokes for all my friends  
And I will live forever  
Yeah and I dream of all I'm worth  
And all along the way  
And I will never even  
Yeah and I will coast through falling prayers  
And all along the way  
And I will always listen  
  
Bring back, bring back (I)  
Bring back, bring back (Or)  
Bring back, bring back (We)  
On me....  
Bring it back, bring it back on  
Bring it back, bring it back on  
Bring it back, bring it back on

"
39,"They usually come around about 10 o'clock  
You can hear them  
You can tell them by the way they knock  
Somebody said the other one had a badge  
Who told ya' Who told ya  
How bout if I stay and you run away  
Well come on back and try to get some today  
Well somebody's gonna do it again  
Gonna make me turn against all of my friends  
So you better have something damn worthy to say  
  
They're growin' dope everywhere around the block  
You can smell it  
You can tell by the way they talk  
Somebody stole five for gasoline  
Who told ya' Who told ya  
  
How bout if I stay and you run away  
Well come on back and try to get some today  
Well somebody's gonna do it again  
Gonna make me turn against all of my friends  
So you better have something damn worthy to say  
  
I'll never do it again 'No I wont'  
Lets settle it 'We don't  
I can't afford my life cause I'm spending it  
Since you got just what you wanted  
  
We never do anything anymore  
One on the telephone' one on the door  
Somebody said revenge was served sweeter cold  
I told ya' I told ya  
They're growing dope everywhere around the block  
You can smell it you can tell it by the way they talk  
Somebody stole five for gasoline  
Who told ya' Who told ya  
  
How bout if I stay and you run away  
Well come on back and try to get some today  
Well somebody's gonna do it again  
Gonna make me turn against all of my friends  
So you better have something damn worthy to say  
  
I'll never do it again 'No I wont'  
Let's settle it 'We don't'  
I can't afford my life cause I'm spending it  
Since you got just what you wanted  
  
I'll never do it again 'No I won't'  
Praise myself 'I don't'  
I can't afford my life cause I'm spending it  
Since you got just what you wanted  
What you wanted

"
40,"Believe it or not, everyone have things that they hide  
Believe it or not, everyone keep most things inside  
Believe it or not, everyone believes in something above  
Believe it or not, everyone needs to feel loved  
Feel loved  
But know that we won't until we figure out  
  
Could someone deliver us and send us some kind of sign  
So close to giving up cause faith is so hard to find  
You know that you won't until we figure out  
  
I've seen it a lot, every time the world turns upside down  
Believe it or not, most of us feel like we're losing ground  
Believe it or not, everyone hates admitting fear  
Believe it or not, most of us want to know why we're here  
Why we're here  
But we know that we won't until we figure out  
  
Could someone deliver us and send us some kind of sign  
So close to giving up cause faith is so hard to find  
Someone deliver us and send us some kind of sign  
So close to giving up cause faith is so hard to find  
But you don't and you won't until we figure out  
  
Most of us have nothing to complain about  
Most of us have things we could live without  
Everyone needs advice on how to get along  
You know we won't until we figure out  
  
Believe it or not, everyone  
Everyone, everyone  
  
Believe it or not, everyone have things that they hide  
Believe it or not, everyone keep most things inside  
Believe it or not, everyone believes in something above  
Believe it or not, everyone needs to feel loved  
Feel loved  
But you know we won't until we figure out  
  
Could someone deliver us and send us some kind of sign  
So close to giving up cause faith is so hard to find  
Someone deliver us and send us some kind of sign  
So close to giving up cause faith is so hard to find  
But you know that you won't until we figure out  
You know that you won't until we figure out

"
41,"Hey who's coming with me, to kick a hole in the sky?  
I love the whiskey, let's drink that shit til it's dry.  
So grab a Jim Beam, JD, whatever you need.  
Have a shot from the bottle, doesn't matter to me.  
'Nother round, fill 'er up, hammer down, grab a cup, bottoms up!  
  
This is what it's all about, no one can slow us down.  
We ain't gonna stop until the clock runs out. (Bottoms up)  
Hell can't handle all of us, so get your bottles up.  
Drinkin' every drop until it all runs out.  
'Nother round, fill 'er up,  
Hammer down, grab a cup, bottoms up! Ooh, bottoms up.  
  
So grab your best friends and make your way to the bar.  
But keep your distance, we're gonna light it on fire.  
We're drinking black tooth, eighty proof, straight gasoline.  
Slam as much as you can take and hand the bottle to me.  
'Nother round, fill 'er up,  
Hammer down, grab a cup, bottoms up!  
  
This is what it's all about, no one can slow us down.  
We ain't gonna stop until the clock runs out. (Bottoms up)  
Hell can't handle all of us, so get your bottles up.  
Drinkin' every drop until it all runs out.  
'Nother round, fill 'er up,  
Hammer down, grab a cup, bottoms up! Ooh, bottoms up.  
  
This is what it's all about, no one can slow us down.  
We ain't gonna stop until they throw us all out.  
Hell can't handle all of us, so get your bottles up.  
Drinkin' every drop until it all runs out.  
  
This is what it's all about, no one can slow us down.  
We ain't gonna stop until the clock runs out. (Bottoms up)  
Hell can't handle all of us, so get your bottles up.  
Drinkin' every drop until it all runs out.  
'Nother round, fill 'er up,  
Hammer down, grab a cup, bottoms up!  
  
'Nother round, fill 'er up,  
Hammer down, grab a cup, bottoms up! Hey! Bottoms up.

"
42,"Two men  
They started walking  
Started talking 'bout better days  
One says to the other  
We do it all again  
Seems I knew I would  
And now I found it  
Found I got it  
I didn't want this  
Somebody help me see  
Now I feel it  
Feel like I've been there  
I didn't need this  
Somebody help me breathe  
  
Here we are again  
Just face to facing  
Each other another day  
Who wins  
Well who cares  
It always ends up the same  
Seems I knew I would  
  
And now I found it  
Found I got it  
I didn't want this  
Somebody help me see  
And now I feel it  
Feel that I've been there  
I didn't need this  
Would somebody help me stand  
And now I've told them  
Already warned them  
I didn't want this  
Somebody help me breathe  
  
If I was them  
Then I want to be  
What I see  
If I could drag my life in a moment  
Want to know do you want me to go  
Gonna keep it all from ending  
Never stop myself from pretending  
That you always knew that I never could  
  
All I ever really wanted was to be the same  
Equal treatment never ever comes  
And there they go again  
All I ever really wanted was to be like you  
So perfect  
So worthless  
If I could take it all back think again  
I would  
  
And now I found it  
Found I got it  
I didn't want this  
Somebody help me see  
Now I feel it  
Feel that I've been there  
I didn't need this  
Somebody help me stand  
And now I've told them  
I didn't want this  
I didn't need this  
Would somebody help me breathe  
Would somebody help me breathe  
Would somebody help me?

"
43,"Have I gone all too far?  
Have I been here before?  
If I have let me know  
How it goes  
Take her place  
And I will  
See her face  
No reason  
Let it slide  
And I will  
Watch her die...  
To run through fields  
To find, and I will  
Hold, then lead, then lie  
And I will...no I won't  
  
Is it now really time?  
Can I just give mine, if  
I can simply trade  
Deal made  
  
Take her place  
And I will  
See her face  
No reason  
Let it slide  
And I will  
  
Watch her die...  
To run through fields  
To find, and I will  
Hold, then lead, then lie  
And I will...no I won't  
  
Run, hide away from me  
Desouled, to seek, decide  
And I will, no I won't  
  
Run through fields to find  
Hold then lead, then lie  
And I will  
Run, desouled, and  
Hold, to heal, to find  
And I can't

"
44,"Bribing me, We come, We watched how  
We're last to throw our pennies  
A passive tramps lifts her skirt  
And asks us then we throw them down to her  
  
And I know why I will always follow you  
Anywhere my brother leads me to  
  
We don't want to live in the sun  
Just to keep them happy for awhile  
Midnight, and Frank freaks out and reaches God and  
Fairly tied up too  
  
But I know why I will always follow you  
Anywhere my brother leads me to  
And I remember wanting to be you  
And pray to God that we would all pull through  
Cause I know why I will always follow you  
If you're my brother, then I will follow you  
  
Lifelong friends threw bottle ends  
And yell in the air like lifelong enemies  
Who's stronger, who's lived longer?  
World quarrels and grandkids on your knee  
  
Cause I know I will always follow  
Anywhere my brother leads me to  
And I remember wanting to be you  
And pray to God that we would all pull through  
Cause I know why I will always follow you  
If you're my brother, then I will follow you  
  
Cause I know why I will always follow  
I will follow you and I will  
I know why I will always follow  
I will follow you and I will

"
45,"And you see much better than I see  
And you know all that I'm thinking  
To define or redefine too slow  
And it seems all that I'm sinking  
Running through the deep  
Gonna find the backwoods  
I found out  
All day long who will be the big men giving some  
  
And you bleed much better than I bleed  
And you've shown all that is so good  
And your word, much better than my word  
And you stand right where a hole should  
  
Running through the deep  
Gonna find the backwoods  
I found out  
All day long who will be the big men giving some  
  
To feel divine  
To hold onto ones self  
To give and to give and  
To never receive by myself  
  
Running through the deep (I want it)  
Gonna find the backwoods (I need it)  
I found out (much more than he did)  
All day long who will be the big men giving some  
(give it back somehow)  
Giving some (I'm ready to forgive now)  
  
Running through the deep  
Gonna find the backwoods  
I found out  
All day long who will be the big men giving some  
Running through the deep gonna find the back backwoods  
I found out gonna get it gonna get it  
All day long who will be the big men  
Are you really really gonna get it

"
