,0
86,"I stumble in the night  
Never really knew what it would've been like  
You're no longer there to break my fall  
The heartache over you  
I'd give it everything but I couldn't live through  
I never saw the signs  
You're the last to know when love is blind  
  
All the tears and the turbulent years  
When I would not wait for no-one  
Didn't stop and take a look at myself  
And see me losing you  
  
[Chorus:]  
When the lonely heart breaks  
It's the one that forsakes  
It's the dream that we stole  
And I'm missing you more  
Than the fire that will roar  
There's a hole in my soul  
For you it's goodbye  
For me it's to cry  
For whom the bell tolls  
  
Seen you in a magazine  
A picture at a party where you shouldn't have been  
Hanging on the arm of someone else  
I'm still in love with you  
Won't you come back to your little boy blue  
I've come to feel inside  
This precious love was never mine  
  
Now I know but a little too late  
That I could not live without you  
In the dark or the broad daylight  
I promise I'll be there  
  
[Chorus]  
  
Now I know there'll be times like this  
When I couldn't reach out to no-one  
Am I never gonna find someone  
Who knows me like you do  
Are you leaving me a helpless child  
When it took so long to save me  
Fight the devil and the deep blue sea  
I'll follow you anywhere  
I promise I'll be there  
  
[Chorus]

"
87,"Hush my darling , sleep my lover  
There'll be rain till we run for cover  
Lost in love in a world of strangers  
Something only the lord arranges  
Oh my darling , now I found you  
Want to live all my life around you  
You're my light in a world of sorrow  
Scared of losing this dream tomorrow  
I just want to hold you forever , forever  
Loving one another that's how it should be  
Needing you beside me , together , no never  
Try to rediscover no other but me  
Oh my darling , if you leave me  
I lose the love that has always freed me  
Not knowing angel , what's coming after  
Never hearing you're golden laughter  
Oh my baby , hearts like thunder  
Can't escape from the spell I'm under  
I surrender to all your treasure  
Endless nights of pain and pleasure  
I just want to hold you , forever , forever  
Loving one another , that's how it should be  
Needing you beside me , together , no never  
Try to rediscover no other but me  
(break)  
I just want to hold you , forever , forever  
Loving one another , that's how it should be  
Needing you beside me , together , no never  
Try to rediscover no other but me  
(repeat last verse and fade out )  

"
88,"On a hill, inside a house in Covewell Reach  
Stands a man who's feeling very tired  
Looking at a song he wrote some time ago  
Could have made it big inside a Broadway show  
  
Every day I go away and find ideas  
Think I'll climb on top of somewhere high  
Couldn't I write a song about a man who's dead?  
Didn't really know if he was off his head  
  
Ev'rybody knows, that's the way it goes  
Too bad for Gilbert Green  
We can tell the world that he was right  
  
Sitting in his attic on a sunny day  
Mending fifty goblets that are worn  
Humming to himself a song of yesteryear  
His hearing wasn't good but his eyes were clear  
  
Ev'rybody knows, that's the way it goes  
Too bad for Gilbert Green  
We can tell the world that he was right  
  
Now the house is burnt, along with Gilbert Green  
Sad to see his sisters stand and cry  
And in the basement lies a song that wasn't seen  
Tells the tale of laughing men and yellow beans  
  
Ev'rybody knows, that's the way it goes  
Too bad for Gilbert Green  
Now we can tell the world that he was right

"
89,"I wish the world was run by all the little children  
We could be happy once again  
We won't hurt when we're like little children  
And we won't ever feel the pain  
  
Now when my fight for life on earth is over  
And i leave 'cause i can't stay  
All my love belongs to you hereafter  
And we'll all join hand another day  
  
Ev'rybody's got to give a hand  
Ev'rybody's got to take a hand  
Ev'rybody's got t fall in love , yeah  
To make ev'rybody understand  
Ev'rybody's got to give , take a hand  
  
I love you , yes i do  
I told you a million times now  
Now do you believe the words i say  
All my life belongs to you hereafter  
And we'll all join hands another day  
  
Ev'rybody's got to give a hand  
Ev'rybody's got to take a hand  
Ev'rybody's got to fall in love , yeah  
To make ev'rybody understand  
Ev'rybody's got to give , take a hand  
  
Ev'rybody's got to give a hand  
Ev'rybody's got to take a hand  
Ev'rybody's got to fall in love , yeah  
To make ev'rybody understand  
Ev'rybody's got to give, take a hand

"
90,"One, two  
There's a young girl lost on the edge of town,  
Don't see no future, it's blind.  
Don't give up when you're upside down,  
You just keep it inside.  
  
You know we all cry when we're alone,  
Someone like you  
And the promise that we won't be.  
  
Giving up the ghost  
Giving up the ghost  
Never you and I  
Giving up the ghost.  
  
Giving up the ghost  
We can never stop  
Giving up the ghost.  
  
Don't be a hero in the name of love,  
Don't leave me waiting in line.  
No ties that bind, no ball and chain,  
The ghost is waiting outside.  
  
I'm searching so high,  
I'm searching low  
Someone like you.  
Baby, I'm not  
  
Giving up the ghost  
Giving up the ghost  
Never you and I  
Giving up the ghost.  
  
Giving up the ghost  
We can never stop  
Giving up the ghost.  
  
You know we all cry when we are alone,  
Someone like you, we know oh,  
I'm searching so high,  
I'm searching low,  
Someone like you,  
We know oh, oh, oh.  
  
Giving up the ghost  
Giving up the ghost  
Never you and I  
Giving up the ghost.  
Giving up the ghost

"
91,"Glass house, that once was mine , the sun will shine in on me  
You, change your mind, you weren't the kind to live on me  
I remember yesterday , turn my tears to laugher  
Then you left and like a stray, I came running after  
  
I remember you at night, palm trees softly swaying  
I remember all the words you were softly saying  
  
Glass house upon the hill so big and still, the shady lane  
It's ours , my love , until the day we say auf wiedersehen

"
92,"The preacher talked with me and he smiled  
Said, Come and walk with me  
Come and walk one more mile  
Now for once in your life you're alone  
But you ain't got a dime  
There's no time for the phone  
  
I've just gotta get a message to you  
Hold on, hold on  
One more hour and my life will be through  
Hold on, hold on  
  
I told him I'm in no hurry  
But if I broke her heart  
Then won't you tell her I'm sorry  
And for once in my life I'm alone  
And I've gotta let her know  
Just in time before I go  
  
I've just gotta get a message to you  
Hold on, hold on  
One more hour and my life will be through  
Hold on, hold on  
  
Well I laughed but that didn't work  
And it's only her love  
That keeps me wearing this dirt  
Now I'm crying but deep down inside  
Well I did it to him  
Now it's my turn to die  
  
I've just gotta get a message to you  
Hold on, hold on  
One more hour and my life will be through  
Hold on, hold on  
  
I've just gotta get a message to you  
Hold on, hold on  
One more hour and my life will be through  
Hold on, hold on

"
93,"I saw my problems and I'll see the light  
We got a lovin' thing, we gotta feed it right  
There ain't no danger we can go too far  
We start believin' now that we can be who we are, grease is the word  
  
They think our love is just a growin' pain  
Why don't they understand? It's just a cryin' shame  
Their lips are lyin', only real is real  
We stop the fight right now, we got to be what we feel, grease is the word  
  
(Grease is the word, is the word that you heard)  
It's got a groove, it's got a meaning  
Grease is the time, is the place, is the motion  
Grease is the way we are feeling  
  
We take the pressure, and we throw away conventionality, belongs to yesterday  
There is a chance that we can make it so far  
We start believin' now that we can be who we are, grease is the word  
  
This is a life of illusion, a life of control  
Mixed with confusion - what're we doin' here?  
  
We take the pressure, and we throw away conventionality, belongs to yesterday  
There is a chance that we can make it so far  
We start believin' now that we can be who we are, grease is the word  
  
(Grease is the word, is the word, is the word)

"
94,"Pulse's racing, darling,  
How grand we are.  
Little by little we meet in the middle.  
There's danger in the dark.  
  
It oughta be illegal  
Make it a crime to be out in the cold.  
It oughta be illegal  
You got a reason for living.  
You battle on with the love you're living on.  
  
You gotta be mine.  
We take it away.  
It's gotta be night and day,  
Just a matter of time.  
  
And we got nothing to be guilty of.  
Our love, will climb and mountain  
Near or far, we are,  
And we never let it end.  
  
And we got nothing to be sorry for.  
Our love, is one in a million.  
Eyes can see, that we  
Got a highway to the sky.  
  
Don't want to hear goodbye.  
Don't want to hear goodbye.  
I don't want to hear your  
  
And we got and we got nothing to be guilty of.  
Our love, will climb and mountain  
Near or far, we are,  
And we never let it end.  
  
And we got nothing to be sorry for.  
Our love is one in a million.  
Eyes can see, that we  
Got a highway to the sky.  
Don't want to hear, goodbye.  
Don't want to hear, goodbye  
I don't want to hear your  
  
And we got nothing

"
95,"Ah, I had a lot of love last night  
Ah...  
Ah, I had a lot of love last night  
Ah..  
Ah...  
  
I've given all my love away and I've been left with none  
But can you say that I'm to blame for loving anyone  
I used to think that I was always older then my time  
We're all breaking promises , who will cry this time  
We're all breaking promises , who will cry this time  
  
Ah, I had a lot of love last night  
(had a lot a lot of love)  
Ah.....  
Ah , I had a lot of love last night  
(had a lot a lot of love)  
Ah...  
  
I'm casting all my dreams hereto , my fish have gone to sea  
And fate no longer has the faith to walk ahead of me  
I always used to think that I was better then my kind  
We're all breaking promises , who will cry this time  
We're all breaking promises , who will cry this time  
  
Ah , I had a lot of love last night (had a lot a lot of love)  
Ah , I had a lot of love last night

"
96,"Though I know it's time to take you home,  
Baby, you and I are all alone.  
We could take a moment of our own  
And look what we've got.  
  
You could destroy this heart of mine.  
I'm only trying to get by,  
Hiding in the shadows of the night,  
Holding you and knowing the wrong is right.  
  
Show me some mercy.  
You know what you're doing is making me a happy man.  
I shield you from the rain.  
I've been slow to get you but I'm working as hard as I can.  
  
This time, it's what we believe is true.  
And whether you believe I'm in love with you  
I gotta be sure that you say what you mean.  
  
Is it only a dream to a teenage queen?  
And all the years of tears and laughter  
We could go through,  
Will it be happy ever after  
For me and you? Ooh. Ah.  
  
Heaven is a place inside of me  
Living with your heart as company.  
Only you can change the way I feel  
And make it feel good.  
  
Where there is love there is no crime.  
I'm only trying to get mine.  
Let me be the one to dry your eyes.  
We can be the promise that never dies.  
  
Light of an angel,  
Blinded by the vision I'm wishing we could travel on.  
Stay with me, baby,  
Any less than an hour you be leaving me lonely too long.  
  
This time, it's what we believe is true.  
And whether you believe I'm in love with you.  
I gotta be sure that you say what you mean.  
  
Is it only a dream to a teenage queen?  
And you define the dream you're after,  
Make it come true.  
Will it be happy ever after,  
Will it be happy ever after  
For me and you?

"
97,"Checkered flag, checkered flag, checkered flag for Harry Braff.  
Checkered flag, checkered flag, checkered flag for Harry Braff.  
Goodbye Harry Braff, it's so good to see him win the race.  
And the crowd, feeling proud to spend all day out there.  
And getting a good view of Harry Braff, Harry Braff  
  
Realize Harry Braff and the Mayor of Gordon cheers him on.  
Every mile, see him smile with the dust in his eyes.  
Everyone's crying for Harry Braff.  
Harry Braff.  
  
Goodbye! Harry Braff.  
Goodbye! Harry Braff  
Goodbye! Harry Braff  
Goodbye!  
  
Checkered flag, checkered flag,  
Checkered flag for Harry Braff.  
Checkered flag, checkered flag,  
Checkered flag for Harry Braff.  
  
Goodbye, Harry Braff,  
Its so good to see him win the race.  
And the crowd, feeling proud to spend all day out there.  
And getting a good view of Harry Braff. Harry Braff.  
  
Goodbye! Harry Braff.  
Goodbye! Harry Braff.  
Goodbye! Harry Braff.  
Goodbye!  
  
Harry Braff.  
Harry Braff.  
I'm a coming'

"
98,"I know baby's bad for my self-esteem.  
Find another face for your sympathy.  
Some of us cry, some of them lie,  
but no one sees inside.  
  
The spark of baby's eyes and I turn to stone.  
Maybe I can't survive in the danger zone.  
Sounds of the night.  
Streets without light.  
And baby's not alone.  
  
Try to hold her to myself.  
Someone else is breaking all my dreams. She  
needs so many games to play.  
One more time I climb the stairs.  
Open up the door and she was gone.  
  
And baby here I go,  
like a lamb to slaughter.  
  
Don't stop haunting me in this old house (like a lamb to slaughter).  
I still love you when you're not around.  
I'm still waiting for your midnight ride (like a lamb to slaughter).  
I'll still love you when it's cold outside.  
Me so sorry that I let you down (like a lamb to slaughter).  
But you keep haunting me in this old town.  
  
And the smile is no longer there.  
The face and the eyes and the hair.  
Nothing stands the test of time.  
You live forever, never mine.  
I cling to dreams that turn to sand.  
Our life is now a distant land.  
  
We commit emotional suicide.  
Every single room is electrified.  
Your memory shadowing me.  
The house where sorrow hides.  
  
Pull it down, blow it up.  
Help me send these walls of love away.  
  
And baby here I go,  
like a lamb to slaughter.  
  
Don't stop haunting me in this old house (like a lamb to slaughter).  
I still love you when you're not around.  
I'm still waiting for your midnight ride (like a lamb to slaughter).  
I'll still love you when it's cold outside.  
Me so sorry that I let you down (like a lamb to slaughter)  
But you keep haunting me in this old town.  
  
(Like a lamb to slaughter)  
Don't stop haunting me in this old house (like a lamb to slaughter).  
I still love you when you're not around

"
99,"Night grows cold.  
I've been lonely so much  
Out of reach.  
Save it only for me.  
  
Nothing in life is the same.  
And the sooner we stop to start.  
  
And there's a heart like mine  
Somewhere in this world.  
There's a heart like mine,  
Beating but left to burn.  
  
Maybe you can hide your face forever.  
And God knows it's true  
That when you search for someone  
  
There's a heart like mine,  
There's a heart like mine  
To be heard (to be heard).  
  
Souls on fire.  
Feel her voice in your ear.  
She goes on,  
Living only for me.  
  
Nothing you say could be wrong.  
'Cause you give me the lovers sign.  
  
And there's a heart like mine  
Somewhere in this world.  
There's a heart like mine,  
Beating but left to burn.  
  
Maybe we can share it all forever,  
But not 'til we do.  
I'm gonna search for someone.  
  
There's a heart like mine.  
There's a heart like mine  
To be heard (to be heard).  
  
And baby are we waking up together.  
'Cause God knows it's you.  
If there is love for someone.  
  
And there's a heart like mine,  
Somewhere in this world  
There's a heart like mine,  
Beating but left to burn.  
  
Maybe we can share it all forever,  
But not 'til we do.  
I'm gonna search for someone.  
  
There's a heart like mine.  
There's a heart like mine  
To be heard (to be heard).  
  
There's a heart like mine.  
There's a heart like mine

"
100,"I got to say it and it's hard for me  
You got me crying like I thought I would never be  
Love is believing but you let me down  
How can I love you when you ain't around  
And I  
  
Get to the morning and you never call  
Love should be everything or not at all  
And it don't matter whatever you do  
I made a life out of loving you  
  
Only to find any dream that I follow is dying  
I'm crying in the rain  
I could be searching my world for a love everlasting  
Feeling no pain  
When will we meet again  
  
Why do you have to be a heartbreaker  
Is it a lesson that I never knew?  
Gotta get out of the spell that I'm under  
My love for you  
  
Why do you have to be a heartbreaker  
When I was being what you want me to be?  
Suddenly everything I ever wanted has passed me by  
This world may end  
Not you and I  
  
My love is stronger than the universe  
My soul is crying for you  
And that cannot be reversed  
You made the rules and you could not see  
You made a life out of hurting me  
  
Out of my mind  
I am held by the power of you love  
Tell me when do we try  
Why should we say goodbye?  
  
Why do you have to be a heartbreaker  
When I was being what you want me to be?  
Suddenly everything I ever wanted has passed me by  
  
Oh  
Why do you have to be a heartbreaker  
Is it a lesson that I never knew?  
Suddenly everything I ever wanted  
My love for you, ooh  
  
Why do you have to be a heartbreaker

"
101,"Well, this is my last connection , I been slowing up the line.  
Ain't no satisfaction in this troubled head of mine.  
Gotta get back to the highway , gonna get back to where I know.  
'cause sooner or later there's gonna be a showdown ,  
Gotta go man, gotta go.  
  
Hell, I'm so so tired , so so tired.  
And I don't know where I'm gonna start.  
It's only heavy breathing in the dark.  
  
Ain't nobody's sweetheart, ain't nobody's fool.  
And if the sun don't set on my house babe,  
I'd be the last man to blow my cool.  
I feel my body shake.  
Well, there's so much left to say.  
Spend my life anticipatin'.  
Gonna find a way.  
  
Hey, I'm so so tired , so so tired.  
And I don't know where I'm gonna start.  
It's only heavy breathing in the dark.  
  
So so tired.  
So so tired.  
And I don't know where I'm gonna start.  
Only heavy breathing in the dark.  
Only heavy breathing in the dark.  
It's only heavy breathing in the dark.  
  
Well, I don't believe in ev'rything you say just to save my soul.  
You know there's got to be a way better than a big black hole.  
Gotta take me from my suicide.  
Now you know it's love I crave.  
You know we got to live like this from the cradle to the grave.  
  
So so so so tired.  
So so so so tired.  
I'm so so so so tired.  
  
(repeat last verse and fade )

"
102,"I was stood by the light as I looked through the window  
With the greatest intention not meaning to see  
I was there in the dark and I saw you together  
You were up in his arms , I was down on my knees  
Get the cards on the table  
No need to pretend  
You've got to be cruel to be kind  
He can sell you his love and you know yo will pay 'cause  
  
He's a liar  
He's a liar and I should know liar  
He's a liar and I should know - ahhh  
  
Well, they told me I fell but I just don't remember  
I was standing face down, they were there at my feet  
There was smoke in the air and sweet smell of leather  
I was through the window and down in the street  
Well, I'm cold and I'm hungry but I'm still alive  
And it's not how I want it to be  
There's a hand on my shoulder  
He said I'll survive ,but-  
  
He's a liar  
He's a liar, and I should know liar  
He's a liar,and I should know-ahhh  
  
Release  
Was it not for the man that was blocking the drive  
Was it not for the red limousine  
I'd be millions of miles from th scene of the crime  
And somehow in this madness believe she was mine -but  
  
I'm a liar  
He's a liar  
And I should know liar  
He's a liar  
And I should know-ahhh  
He's a (repeat and fade)

"
103,"You got to walk a little slower when you're with her  
Take the time to be tender, that's the plan  
You got to stand a little taller while her world falls to pieces  
Only then can you hold her in your hand  
  
You got to live for every moment that she gives you  
Make the one in a million understand  
You got to stand a little taller while her world falls to pieces  
Only then can you hold her in your hand  
  
Now too many faces have come down between us  
And I was the fool to be  
And I can't deny you the wide open spaces  
As long as she stops loving me  
  
You got to stand a little closer when you hold her  
Make her feel like a woman , understand  
You got to stand a little taller while her world falls to pieces  
Only then can you hold her in your hand

"
104,"Oh you're a holiday, such a holiday  
Oh you're a holiday, such a holiday  
  
It's something I thinks worthwhile  
If the puppet makes you smile  
If not then you're throwing stones  
Throwing stones, throwing stones  
  
Ooh it's a funny game  
Don't believe that it's all the same  
Can't think what I've just said  
Put the soft pillow on my head  
  
Millions of eyes can see  
Yet why am I so blind  
When the someone else is me  
It's unkind, it's unkind  
  
Yet millions of eyes can see  
Yet why am I so blind  
When the someone else is me  
It's unkind, it's unkind  
  
Ooh you're a holiday, every day , such a holiday  
Now it's my turn to say, and I say you're a holiday  
It's something I thinks worthwhile  
If the puppet makes you smile  
If not then you're throwing stones  
Throwing stones, throwing stones

"
105,"I have been lying under a pillow of dreams  
And feeling moments of swimming in cream  
This is the start of the end, goodbye  
Hours of facing my life, have damned  
  
You are a good friend  
Friendly as good friends can be  
Your father wants you to live on his knee  
This is the start of the end, climb by me  
Red sides and blue sides within, remind me  
  
I have been lying under a pillow of dreams  
And feeling moments of swimming in cream  
This is the start of the end, goodbye  
Hours of facing my life, have damned

"
106,"First you say you needed me,  
Then you give me sympathy.  
They say good girls never win.  
Something good in giving in.  
How do I get through to you?  
You must be made of stone.  
  
Just when I was safe and sound.  
Love, you built a wall around.  
You take a hard line attitude.  
Time to send me back to school.  
Or take me, take me to your  
  
House of shame,  
Easy on your body when you got no name.  
Hold me like you know me,  
I'm a falling star,  
Catch me if you can,  
Show me the way inside.  
  
You can knock on any door.  
I know what I'm looking for.  
Red light, hit and run.  
Time to turn the engine on.  
Pretty girl lives all alone.  
I must be going home.  
  
Hot as hell and cold as ice.  
Everything I sacrifice.  
I got to pick up on what you do.  
I just can't get over you.  
You take me, take me to your  
  
House of shame,  
Easy on your body when you got no name.  
Hold me like you know me,  
I'm a falling star,  
Catch me if you can,  
Show me the way inside.  
  
Tell me what you really want from life,  
Loving you, darling,  
You got me infatuated,  
Good love is not for sale,  
I nearly gave myself away.  
  
Pretty girl lives all alone,  
Take me to your, take me to your  
House of shame,  
Easy on your body when you got no name.  
Hold me like you know me,  
I'm a falling star,  
Catch me if you can,  
Show me the way inside.

"
107,"La,  
I'm gonna buy myself (buy myself)  
a house without windows (windows)  
So I won't see you walking by (walking by)  
And you'll never see me cry  
For all the loving I had you treat me so bad and run away  
So when you look inside (look inside)  
You will never see me cry and cry  
In my house without love  
  
I'm gonna build myself (build myself)  
a house without windows (windows)  
So I can hide the pan (hide the pain)  
And you'll never see me cry again  
So when you're passing my way  
Each time of the day ,you'll feel the love in you  
And you can't look inside  
So you'll never see my cry and cry  
In my house without you  
  
For all the loving I had , you treat me so bad and run away  
So when you look inside ( look inside)  
You will never see me cry and cry in my house without love

"
108,"I can think of younger days when living for my life  
Was everything a man could want to do  
I could never see tomorrow,  
But I was never told about the sorrow  
  
And how can you mend a broken heart?  
How can you stop the rain from falling down?  
How can you stop the sun from shining?  
What makes the world go round?  
How can you mend this broken man?  
How can a loser ever win?  
Please help me mend my broken heart and let me live again  
  
I can still feel the breeze that rustles through the trees  
And misty memories of days gone by  
We could never see tomorrow,  
No one said a word about the sorrow  
  
And how can you mend a broken heart?  
How can you stop the rain from falling down?  
How can you stop the sun from shining?  
What makes the world go round?  
And how can you mend this broken man?  
How can a loser ever win?  
Please help me mend my broken heart and let me live again  
  
La la la la la la, la la la la  
La la la la la la, la la la la  
  
Please help me mend my broken heart and let me live again  
  
Da da da da  
Da da da da, da da da da da, da

"
109,"I know your eyes in the morning sun  
I feel you touch me in the pouring rain  
And the moment that you wander far from me  
I want to feel you in my arms again  
And you come to me on a summer breeze  
Keep me warm in your love, then you softly leave  
And it's me you need to show  
  
How deep is your love, how deep is your love  
How deep is your love?  
I really mean to learn  
'Cause we're living in a world of fools  
Breaking us down when they all should let us be  
We belong to you and me  
  
I believe in you  
You know the door to my very soul  
You're the light in my deepest, darkest hour  
You're my savior when I fall  
And you may not think I care for you  
When you know down inside that I really do  
And it's me you need to show  
  
How deep is your love, how deep is your love  
How deep is your love?  
I really mean to learn  
'Cause we're living in a world of fools  
Breaking us down when they all should let us be  
We belong to you and me  
  
And you come to me on a summer breeze  
Keep me warm in your love, then you softly leave  
And it's me you need to show  
  
How deep is your love, how deep is your love  
How deep is your love?  
I really mean to learn  
'Cause we're living in a world of fools  
Breaking us down when they all should let us be  
We belong to you and me  
  
How deep is your love, how deep is your love  
I really mean to learn  
'Cause we're living in a world of fools  
Breaking us down when they all should let us be  
We belong to you and me  
  
How deep is your love, how deep is your love  
I really mean to learn  
'Cause we're living in a world of fools  
Breaking us down when they all should let us be  
We belong to you and me

"
110,"Ooh. love was true yesterday  
I love you ev'ry way  
I saw you standing there  
You gave me 'cause to stare  
And then I knew, I had to have you  
  
You could be mine if you tried  
All that you do is tell me lies  
You think that love's a game  
But I don't feel the same  
I should have known that I'll get the pain  
  
Ooh, love was true yesterday  
I love you ev'ry way  
I saw you standing there  
You gave me 'cause to stare  
And then knew I had to have you

"
111,"I was so lonely without you baby, don't know what I'm gonna do  
I'm goin' crazy without you baby, look at what I'm goin' through  
How many times must I tell you I love  
Tell you I love you times before  
Don't believe that I'm worth all your kisses  
I'm worth more then this , but you ignore  
  
How many birds will I see high and flying  
How many birds will it take till I get you  
I will be crying, yeah  
  
Maybe tomorrow you'll come walkin' my way  
Come talkin' my way , you'll find out  
My love for you will be stronger then truer  
I'll look at you and there's no doubt  
  
How many birds will I see high and flying  
How many birds will it take till I get you  
I will be crying, yeah  
  
I was so lonely without you baby, don't know what I'm gonna do  
I'm going crazy without you baby, look at what I'm goin' through  
Baby, baby, baby  
My love, until the day we say auf wiedersehen

"
112,"I see she  
Knowing what I came here for  
Get a little of your womanifestation  
If I can pinpoint this feeling  
When you gonna let it grow  
We can draw the line on where we  
Let the fingers go  
  
Now I know me  
Never wanna lose control  
Making me the subject  
Of your warm initiation  
If I can pinpoint this feeling  
When you gonna let it show  
You make me nervous but it's now or never  
  
Oh Oh  
You can be my message from above  
And it's time to say you're sorry  
We can sanctify our love  
Oh no  
And you and I we're written in the wind  
You can't just go movin' out  
You can't leave me when I'm movin' in  
I want to be your human sacrifice  
I want to be your lover  
I want to be your human sacrifice  
I want to be your lover  
  
It's you or me  
Gotta be a kill or cure  
Maybe undergo a lover's operation  
Nothing cuts like a knife can  
You don't wanna hurt me more  
Look at all that damage  
We could do together  
  
Oh no  
You can wear me closer to the bone  
It don't work to make me worry  
But the demon seed is sown  
  
Oh no  
And you and I we're written in the sky  
You can't make me hold on  
Better you shoot my love between the eyes  
  
Your eyes on me on this table where I lie  
And what I see as fact is fiction  
You won't let me die  
And I'm bound to be abused  
I won't let you cut me loose  
This love is out to get you  
When the blood begins to flow

"
113,"True love is one thing I've been dreaming of  
I give my soul to you and when I do  
You are to me, the very deepest part of me  
In the darkness, is you that always shows the way  
The very air I breathe  
When hope is gone  
You give me all the strength I need to carry on  
  
I am the world  
I am the sky  
I am the sea  
I'm anything that you want me to be  
  
When you hurt me, then I become the night time  
The shadows in my eyes don't make it good  
It shows this heart is not made of wood  
When you stay with me then I can feel the sunlight  
The love light fills my eyes  
And through the tears I feel my fears just melt away  
  
I am the world  
I am the sky  
I am the sea  
I'm anything that you want me to be  
  
I am the world  
I am the sky  
I am the sea  
I'm anything that you want me to be  
  
I am the world  
I am the sky  
I am the sea  
I'm anything that you want me to be

"
114,"I should thank you for the flowers  
Can't imagine how you came to think of those  
That same colour rose, for me  
My world is made up of memories  
You and I, the laughter and tears  
You never need to worry  
  
I can't see anything  
See anything but you  
There could be so many others  
But I can't see anything  
See anything but you  
  
I remember all the good things  
When you held me for the first time  
Things were right  
On that rainy night, for us  
Love, then, now and forever  
No time real and right where we are  
As good as my eyes can be  
  
I can't see anything  
See anything but you  
There could be some many others  
But I can't see anything  
See anything but you  
  
No one ever cried  
No one ever stood in the way  
Ev'rybody lies  
Ev'rybody buys what love is today  
You can be a fool  
In the beginning, baby you were there  
And when you're winning  
What do you do  
Don't ask me  
  
I can't see anything  
See anything but you  
There could be so many others  
But I can't see anything  
See anything but you  
There could be so many others but...  
  
(repeat last verse and fade out)

"
115,"Look at me I'm riding high  
Don't know what's wrong with me.  
Can't you see I'm not the guy  
That I pretend to be.  
Though I know I will be lonely  
But our love will never die  
I close my eyes, everyday, I close my eyes.  
  
The more I try the more I fail,  
I'd like to run away.  
But if I try you pass me by,  
I know that I can't stay.  
Though I know I will be lonely  
But our love will never die  
I close my eyes, everyday, I close my eyes.  
  
Though I know I will be lonely  
But our love will never die  
I close my eyes, everyday, I close my eyes  
I close my eyes. [Repeat: x3]

"
116,"Now that we're alone.  
No more hide and seek.  
You are the highest dream to me.  
And as you softly sleep  
then I can tell you what it means.  
  
Locked in my arms like lovers lie,  
I will not let you slip away.  
Is this the summer of them all.  
Is this my night of nights  
that you came to stay.  
  
Here you are, owner of my heart,  
just the way that love should be.  
And there's something I must say to you,  
if you promise to believe  
that it's you I'm living for  
and I could not love you more.  
  
Seasons may come and seasons go  
but these are the truest words I know.  
Face to face, eye to eye.  
This is the summer of of our lives.  
One love that cannot die.  
  
Here you are, owner of my soul,  
never let you say goodbye.  
And there is something I must say to you,  
we leave the world outside  
and you have come to me at last, we start.  
  
Open up your heart,  
let my deepest love inside.  
I'm only doing what I have to do.  
If you promise to believe  
that I could not love you more.  
  
Here you are (you are), owner of my heart,  
just the way that love should be.  
And there's something I must say to you,  
we leave the world outside  
and you have come to me at last (at last), we start.  
  
Open up your heart,  
let my deepest love inside (ah).  
I'm only doing what I have to do.  
If you promise to believe  
that it's you I'm living for  
that it's you I'm living for  
and I could not love you more.

"
117,"It's too late to turn back now  
There ain't no space back there  
And how did I begin to lose my self control  
How did I begin to lose my self control  
  
There ain't a thing that you could give me  
With the love forever with me  
That's the only thing that satisfies my soul  
That's the only thing that satisfies my soul  
  
[Chorus]  
I don't want to be the one  
Remember it was only fun  
Two strangers touching in the sun, it had to end  
I don't want to be the guy to tell you things that make you cry  
You know as well as I know, you're my only friend  
  
There ain't a thing that you could give me  
With the love forever with me  
That's the only thing that satisfies my soul  
That's the only thing that satisfies my soul  
  
[Chorus]  
  
I don't want to be the guy to tell you things that make you cry  
You know as well as I know, you're my only friend  
You know as well as I know you're my only friend  
You're my only friend  
My only friend  
My only friend

"
118,"Mother, I'm going to join the Air Force today.  
I don't care what the neighbors may say,  
But I'm going to join the Air Force today.  
  
Mother,I don't care what my father might think.  
Perhaps it's going to drive him to drink.  
But I don't care what my father might think.  
Don't ask me why, it's my mind and it's right.  
Don't ask me why, it's my mind ,  
It's better, it's better than being alone,  
Alone on the ground. Now I find  
  
Mother,I've got to join the Air Force you see,  
I've seen my friends and they all agree  
That's it's better than joining the army or going to sea  
  
Mother,I've go to join the Air Force you see  
I've seen my friends and they all agree.  
That's it's better then joining the army or going to sea.  
Mother, Mother, Mother.

"
119,"I held a party and nobody came  
Strangely I was upset  
Poured out a drink and then Birkworth approached saying  
""Have no regrets. Maybe your gentle friends had some delay.  
Don't try to take on the world""  
  
Made up my bed and decided to sleep  
Dreaming I was awake  
Maybe I drank an excess of my drink  
Nice clan, cordial crowd  
Birkworth suggested we sleep through the night  
I never knew him so well

"
