,0,1,2
48,Bon Jovi,Imagine,"Imagine there's no heaven,  
It's easy if you try,  
No hell below us,  
Above us only sky,  
Imagine all the people  
Living for today...  
  
Imagine there's no countries,  
It isn't hard to do,  
Nothing to kill or die for,  
No religion too,  
Imagine all the people  
Living life in peace...  
  
You may say I'm a dreamer,  
But I'm not the only one,  
I hope some day you'll join us,  
And the world will live as one.  
  
Imagine no possesions,  
I wonder if you can,  
No need for greed or hunger,  
A brotherhood of man,  
Imagine all the people  
Sharing all the world...  
  
You may say I'm a dreamer,  
But I'm not the only one,  
I hope some day you'll join us,  
And the world will live as one.

"
49,Bon Jovi,In These Arms,"You want commitment, and take a look into these eyes.  
They burn with fire, Yeah, until the end of time.  
And I would do anything, I'd beg, I'd steal,  
I'd die to have you in theses arms tonight.  
  
Baby I want you like the roses want the rain,  
You know I need you like a poet needs the pain.  
And I would give anything. My blood, my love, my life.  
If you were in these arms tonight.  
  
I'd hold you, I'd need you,  
I'd get down on my knees for you.  
And make everything alright,  
If you were in these arms.  
I'd love you, I'd please you,  
I'd tell you that I'd never leave you.  
And love you till the end of time,  
if you were in these arms tonight.  
Oh, yeah.  
  
We stare at the sun, and we made a promise.  
A promise this world would never blind us.  
And these were our words.  
Our words were our songs.  
Our songs are our prayers.  
These prayers keep me strong, and I still believe.  
If you were in these arms.  
  
I'd hold you, I'd need you,  
I'd get down on my knees for you.  
And make everything alright,  
If you were in these arms.  
I'd love you, I'd please you,  
I'd tell you that I'd never leave you.  
And love you till the end of time,  
if you were in these arms tonight.  
  
Your clothes are still scattered all over our room.  
This whole place still smells like your cheap perfume.  
Everything here reminds me of you.  
There's nothing I wouldn't do.  
And these were our words, they keep me strong, baby.  
  
I'd hold you, I'd need you,  
I'd get down on my knees for you.  
And make everything alright,  
If you were in these arms.  
I'd love you, I'd please you,  
I'd tell you that I'd never leave you.  
And love you till the end of time,  
if you were in these arms tonight.  
  
If you were in these arms  
Baby, like the roses need the rain.  
Like the seasons need to change.  
Like the seasons need to change.

"
50,Bon Jovi,It's Just Me,"J. Bon jovi  
  
You know your favorite old pair of shoes  
The ones with the hole in the toe you wont lose  
Your favorite record that's all scratched and used  
But still you love to play when your feeling blue  
  
That faded rose that's all dried out  
Those bukowski poems we couldn't live without  
Your high school pic when you had wild hair  
That stormy day on the beach that got us here  
  
Oh, you better believe theres just one thing you need  
Can't you see...  
  
Its just me baby  
Its just me baby  
If theres just one thing that you should keep  
In your book of dreams  
Its just me baby  
  
Just like a shadow 10 feet tall  
Standing right behind you should you fall  
Ill be the one to hold you up to walk  
When this wicked world makes us want to crawl  
  
Abd if your waves should ever break at sea  
Ill be there waiting, I'm that sandy beach  
I'm that same old dog, scratching those same fleas  
Ill be by your side, you can count on me  
  
Its just me baby  
Its just me baby  
If theres just one thing that you should keep  
In your book of dreams  
Its just me baby  
Its just me baby  
Whats it gonna take to make you see  
Whats it gonna take til you believe in me  
  
Oh, how my smile fades and my heart just breaks  
Every time you go away  
  
Its just me baby  
Its just me baby  
If theres just one thing that you should keep  
In your book of dreams  
Its just me baby  
Its just me baby  
Whats it gonna take to make you see  
Whats it gonna take til you believe in me  
  
And if someday some new memory comes along  
Looking shiny new, feeling really strong  
You can tell him that Ill tell him  
He can just move on  
I'm a fighter - I've been fighting for you all night long  
Its just me baby

"
51,Bon Jovi,Jailbreak,"You know your favorite old pair of shoesthe ones with the hole in the toe you
won't loseyour favorite record that's all scratched and usedbut still you love
to play when your feeling blue  
That faded rose that's all dried outthose Bukowski poems we couldn't live
withoutyour high school picture when you had wild hairthat stormy day on the
beach that got us here  
Oh, you better believe there's just one thing you needcan't you see...  
Chorus: It's just me babyit's just me babyif there's just one thing that you
should keepin your book of dreamsit's just me baby  
Just like a shadow 10 feet tallstanding right behind you should you falli'll
be the one to hold you up to walkwhen this wicked world makes us want to crawl  
And if your waves should ever break at seai'll be there waiting, I'm that
sandy beachi'm that same old dog, scratching those same fleasi'll be by your
side, you can count on me  
Chorus  
It's just me babywhat's it gonna take to make you seewhat's it gonna take 'til
you believe in me  
Oh, how my smile fades and my heart just breaksevery time you go away  
Chorus  
It's just me babywhat's it gonna take to make you seewhat's it gonna take 'til
you believe in me  
And if someday some new memory comes alonglooking shiny new, feeling really
strongyou can tell him that I'll tell himhe can just move oni'm a fighter -
I've been fighting for you all night longit's just me baby

"
52,Bon Jovi,Just Older,"Hey, man, it's been a while  
Do you remember me?  
When I hit the streets I was 17  
A little wild, a little green  
  
I've been up and down and in between  
After all these years  
Can you believe I'm still chasing that dream  
But I ain't looking over my shoulder  
  
[Chorus]  
I like the bed I'm sleeping in  
It's just like me, it's broken in  
It's not old -- just older  
Like a favorite pair of torn blue jeans  
This skin I'm in it's alright with me  
It's not old -- just older  
  
It's good to see your face  
You ain't no worse for wear  
Breathing that California air  
When we took on the world  
When we were young and brave  
We got secrets that we'll take to the grave  
And we're standing here shoulder to shoulder  
  
[Chorus]  
  
I'm not old enough to sing the blues  
But I wore the holes in the soles of these shoes  
You can roll the dice 'til they call your bluff  
But you can't win until you're not afraid to lose  
  
Well, I look in the mirror  
I don't hate what I see  
There's a few more lines staring back at me  
The nights have grown a little colder  
Hey man, I gotta run  
Now you take care  
  
If you see coach T. Tell him I cut my hair  
It's been all these years  
Can you believe I'm still chasing dreams  
But I ain't looking over my shoulder  
  
[Chorus]

"
53,Bon Jovi,Justice In The Barrel,"Hey mister can you help me  
I'm a loner on the run  
I'm just looking for tomorrow  
And I ain't gonna hurt no one  
  
I jumped headfirst into a bottle  
I was looking for a friend  
Came up just short of nothing  
I didn't find the truth I only found an end  
  
So tell me who's gonna save me  
Or my father or my son  
When the only justice a man can see  
Is the barrel of a loaded gun  
  
I been broke and I've been hungry  
I think they're both my middle name  
But I don't never ever never seem to get enough  
Still guess I can't complain  
  
'Cause what you get in life you take it  
You've gotta hold on and make it last  
They say good things come to those who wait  
But it's life that goes so fast  
  
And when there's just one rule you live by  
Each day you kiss the rising sun  
When you live and die by the life we breathe  
In the barrel of a loaded gun  
  
Guns talk to me in my sleep at night  
And a gun somewhere is burning  
With my name  
  
Winners are losers  
And losers will have to face  
All those yesterdays  
And all of the dreams they blew away  
  
So mister can you help me  
Or are you my gun  
Have the ghosts of justice  
Brought you here to me to taste  
The barrel of a loaded gun  
  
There's justice in the barrel  
Of a loaded gun

"
54,Bon Jovi,Kidnap An Angel,"I get up every morning, drink coffee alone  
My house it's too quiet, I'm the only one home  
I let the newspapers pile up at the door  
I can't be bothered, I don't read 'em no more  
The flowers are blooming, that you planted last spring  
I can't make much sense out of anything  
  
If I could kidnap an angel, I'd clip off his wings  
And bring them to you that would fix everything  
  
I get in the car like I do every day  
Wondering how in the world did it turn out this way?  
It's just 'round the corner, turn left and I'm there  
I'd do anything to be anywhere but here  
  
If I could kidnap an angel, I'd clip off his wings  
And bring them to you that would fix everything  
If I could kidnap an angel he could teach us to fly  
We'd live forever, forever, we'd never die  
If I could kidnap an angel  
  
Now the parking attendant knows my first name  
These long green hallways all look the same  
There's four elevators, one goes to that floor  
I brace myself when I get to the door  
I close my eyes and take a deep breath  
Then sit down beside your hospital bed  
  
If I could kidnap an angel, I'd clip off his wings  
And bring them to you that would fix everything  
If I could kidnap an angel he could teach us to fly  
We'd live forever, forever, we'd never die  
If I could kidnap an angel, if I could kidnap an angel  
  
He'd say the word, he'd tear down these walls  
People laughing like children through these hospital halls  
There'd be no more tears, there'd be no more blood  
There'd be nothing but smiles, nothing but love  
If I could kidnap an angel, if I could kidnap an angel

"
55,Bon Jovi,Last Chance Train,"October leaves are falling, so am I  
A harvest moon is calling me and I know why  
The traffic's like a symphony in blue  
  
In the autumn air I smell your sweet perfume  
I miss you sitting cross legged in this empty room  
Yesterdays are eating me alive  
  
I'm your angel, baby  
I've got broken wings  
I can't walk, I can't run, I can't drop  
Until you're next to me, so the only thing  
  
You gotta meet me tonight  
I'm on a last chance train  
Leave a flower the station  
I know my destination  
Love bring me home again  
  
You try to reach me but I've sailed away  
You tried to read me but my words got in the way  
The music's over but the dance has just begun  
  
I wish that I could just get back to Baltimore  
You know I'd scratch, I'd claw, I'd scream  
Till I'm raw, just to fall down at your door  
  
You gotta meet me tonight  
I'm on a last chance train  
Leave a flower at the station  
I know my destination  
Love bring me home again  
  
Let the scarecrows laugh coming down the tracks  
At the broken hearts that don't come back  
'Cause the train has left the station with my pain  
Let them forget my name, oh  
  
I'm on a last chance train  
  
Sitting here I smoke my nineteenth cigarette  
Now all that's left are ashes, butts and my regrets  
It's your taste that I just can't forget  
  
You gotta meet me tonight  
I'm on a last chance train  
  
Let the scarecrows laugh coming down the tracks  
At the broken hearts that don't come back  
We'll be laughing at them, crying in the rain  
It's you and I again, oh  
  
You gotta meet me tonight  
I'm on a last chance train  
Leave a flower at the station  
I know my destination  
Love bring me home again  
  
I'm on a last chance train  
It's gonna bring me home to you  
Oh, the last chance train  
Coming through, my babe  
This time I'm coming through  
Coming through

"
56,Bon Jovi,Learning How To Fall,"J. Bon jovi  
  
I was walking on a wire  
Looking down, there was no net  
Now, I'm standing at your door  
Me and my last cigarette  
  
Yeah weve been through this before  
Too late to cover up my tracks  
Damn the fool who begs for more  
Ill take my past and paint it black  
  
Now the circus has left town  
This clown has got to get his feet back on the ground  
  
I'm learning how to fall  
Learning how to take a hit  
Had to walk before I crawled  
It was winner take it all  
Now I'm learning how to fall  
Yeah, I got the hang of it  
  
I was standing in the light  
There were faces all around  
I put my gloves up for a fight  
One sucker punch and I was down  
  
I'm learning how to fall  
Learning how to take a hit  
Had to walk before I crawled  
It was winner take it all  
I'm learning how to fall  
Yeah, I got the hang of it  
  
I was flying through the clouds  
Pucker up, its time to kiss the ground  
  
I'm learning how to fall  
Learning how to take a hit  
Had to walk before I crawled  
It was winner take it all  
I'm learning how to fall  
Now I got the hang of it

"
57,Bon Jovi,Letter To A Friend,"I'll be there to hold you by the hand  
When you need someone to walk you home  
You know that I'll be there to understand  
When you call me on the phone  
I'll be there to watch you when you sleep  
When you close your eyes at night  
And I'll be there to keep your secrets kept  
  
Cross my heart, hope to die  
I swear each word is true  
There's only one thing I wouldn't do  
I'll be there when you need a real friend  
I'll be there to listen to your secrets  
I'll be there and give you all I've got  
I'll be there when you paint your masterpiece  
And I'll be right beside your every move  
  
I'll give you my eyes so you can see  
And I'll help you to find the things you've lost  
When you're busting at the seams  
I swear each word is true  
There's only one thing I wouldn't do  
I ain't gonna love you  
I ain't gonna love you  
  
Nobody wants you like I want you  
Nobody needs you like I need you  
You know I would beg and plead, get down on my knees  
I'd do most anything, it's true  
But I ain't gonna love you  
I ain't gonna love you  
'Cause I love you  
I'll be there to love the things you love  
I'll be the one who knows your middle name  
  
Be the only one that you can trust  
I'll give you the blood that's in my veins  
I swear these words are true  
There's only one thing I wouldn't do  
I ain't gonna love you  
  
'Cause nobody wants you like I want you  
Nobody needs you like I need you  
You know I would beg and please, get down on my knees  
Do most anything for you  
But I ain't gonna love you  
I ain't gonna love  
'Cause I love you  
Because I love you

"
58,Bon Jovi,Levon,"Levon wears his war wound like a crown  
He calls his child Jesus'cause he likes the name  
And he sends him in the finest school in town.  
  
Levon, Levon likes his money  
He makes a lot they say  
Spends his days counting  
In a garage by the motorway.  
  
He was born a pauper  
To a pawn on a Christmas Day  
When the New York Times  
Say God is dead and war's begun.  
Alvin Tostig Has a son today.  
  
And he shall be Levon  
And he shall be a good man.  
And he shall be Levon.  
In tradition with the family plan  
And he shall be Levon.  
And he shall be a good man.  
He shall be Levon.  
  
Levon sells cartoon balloons in town.  
His family business thrives.  
Jesus blows up balloons all day,  
Sits on the porch swing watching them fly.  
And, Jesus he wants to go to Venus.  
Leave Levon far behind.  
Take a balloon and go sailing,  
While Levon, Levon slowly dies.  
  
And he shall be Levon  
And he shall be a good man.  
He shall be Levon....

"
59,Bon Jovi,Lie To Me,"Rumour has it that your daddy's coming down  
He's gonna pay the rent  
Tell me baby, is this as good as life is gonna get  
It feels like there is a stranger standing in these shoes  
But, I know I can't lose me, 'cause then I'd be losing you  
  
I know I promised baby  
I would be the one to make our dreams come true  
I ain't too proud of all the struggles  
And the hard times we've been through  
When this cold world comes between us  
Please tell me you'll be brave  
  
'Cause I can realize the danger when forgiveness fades away  
If you don't love me, lie to me  
'Cause baby you're the one thing I believe  
Let it all fall down around us, if that's what's meant to be  
Right now if you don't love me baby, lie to me  
  
Pour another cup of coffee, babe I got something to say to you  
I ain't got the winning ticket  
Not the one that's gonna pull us through  
No one said it'd be easy, let your old man take you home  
But know if you walk out on me  
That darling, I'd be gone  
  
If you don't love me, lie to me  
'Cause baby you're the one thing I believe  
Let it all fall down around us, if that's what's meant to be  
Right now if you can't love me baby, lie to me  
Baby, I can take it  
  
It's a bitch, but life's a roller coaster ride  
The ups and downs will make you scream sometimes  
It's hard believing that the thrill is gone  
But we got to go around again, so let's hold on  
  
If you don't love me, lie to me  
'Cause baby you're the one thing I believe  
Let it all fall down around us, if that's what's meant to be  
Right now if you can't love me baby, lie to me, lie to me  
Baby I can take it

"
60,Bon Jovi,Life's Too Short For Days Like These,"Needed a car, looked around for a week  
For two dollars down I signed my name on the lease  
There was a knock on my door, old man wants his keys  
All he said was something about bankruptcy  
  
Oh no, here we go  
There ain't no day that's different from the day you know that  
Life's too short for days like these  
Try to close my eyes and just go back to sleep  
It's hard to keep running when you're down on your knees  
Life's too short for days like these  
  
Minding my own business in a restaurant  
Trying to get some dinner but then guess what?  
Some chick got there I slept with, threw her drink in my face  
And then her ugly brother kicked my ass all over the place  
  
Oh no, here we go  
Ain't no day that's different from the day you know that  
Life's too short for days like these  
Try to close my eyes and just go back to sleep  
It's hard to keep running when you're down on your knees  
Life's too short for days like these  
Too short baby  
  
I met her last night at quarter to three  
I couldn't believe that she came home with me  
Woke up this morning scratching now I know when to leave  
They say you lay down with dogs, you wake up with fleas  
  
You know that life's too short for days like these  
Try to close my eyes and just go back to sleep  
It's hard to keep running when you're down on your knees  
Life's too short for days  
Life's too short for days like these  
Seems like lately baby it's all trick or treat  
I'd get up and dance if I could get on my feet  
  
Life's too short for days  
Life's too short for days  
Life's too short for days like these  
  
Life's too short for days like these  
Wish I could close my eyes and just go back to sleep  
It's hard to keep running when you're down on your knees  
Cause life's too short  
You know that life's too short for days like these  
They say life's too short

"
61,Bon Jovi,Little Bit Of Soul,"You been robbed  
You been used  
You been crucified and  
You been abused  
You been sacrificed and  
Now you're confused  
Ain't it the truth  
  
You got a hole in your head  
And a cold empty spot  
In your big brass bed  
When you're mad at the world and  
You feel like you're losing control  
All you need to get by is  
A little bit o soul  
  
When you've lost in the flood  
And you feel like you been  
Kicked through the mud  
You know they still  
Haven't found the drug  
To pick us up  
  
Feeling down, misunderstood  
You know these times  
They ain't looking so good  
When you're mad at the world and  
You feel like you're losing control  
What we all need to get by is  
A little o soul  
  
Whoa oh  
Little bit of soul  
What we all need  
To survive  
Is just  
A little bit o soul  
  
Everyone's complaining  
Nothing but frustration  
The king has pissed in  
Your pot of gold  
It ain't entertaining spending  
So much time in the hole  
Send down  
A little bit o soul  
  
When you're mad at the world  
And you feel like  
You're losing control  
What we all need  
To get by is just  
A little bit o soul  
  
Whoa oh little bit o soul  
  
Whoa oh little bit o soul  
  
Whoa oh little bit o soul

"
62,Bon Jovi,Little City,"J. bon jovi  
  
I got my call light on  
Gimme one more fare tonight  
Just get me over the bridge  
I can see those shiny bay lights  
You know Im never alone  
But Im feeling lonely tonight  
Damn, I got my last cigarette  
But I aint got not light  
  
God let these wheels roll  
To where the girls are pretty  
When the nights explode  
And life is still living  
Down this open road  
The arms of pity  
Wait to greet me tonight in little city  
  
In my rear view mirror  
I see someone elses hairline  
I hear that fire in your eyes  
Is on the rock and doing hard time  
  
And the grapes of wrath, theyre on the vine  
Theres wine in this dirt  
Here love aint love  
Its just another four letter word  
  
God let these wheels roll  
To where the girls are pretty  
When the nights explode  
And life is still living  
Down this open road  
The arms of pity  
Wait to greet me tonight in little city  
  
Now that cold gray fogs  
Just a rolling down the highway  
Hes come to carry me home  
Its put a little smile on my face

"
63,Bon Jovi,Living In Sin,"I don't need no license  
To sign on no line  
And I don't need no preacher  
To tell me you're mine  
I don't need no diamonds  
I don't need no new bride  
I just need you, baby  
To look me in the eye  
I know they have a hard time  
And your Daddy don't approve  
But I don't need you Daddy  
Telling us what we should do  
  
Now there's a million questions  
I could ask about our lives  
But I only need one answer  
To get me thought the night  
So, I say  
  
Baby, can you tell me  
Just where we fit in  
I call it love  
They call it living in sin  
Is it you and me  
Or just this world we live in  
I say we're living on love  
They say we're living in sin  
  
Is it right for both our parents  
Who fight it out most nights  
Then pray for God's forgiveness  
When they both turn out the lights  
Or wear that ring of diamonds  
When you heart is made of stone  
You can talk but still say nothing  
You stay together but alone  
  
Or is it right to hold you  
And kiss your lips goodnight  
They say the promise is forever  
If you sign it on the dotted line  
  
Oh baby, can you tell me  
Just where we fit in  
I call it love  
They call it living in sin  
Is it you and me or  
Just this world we live in  
I say we're living on love  
They say we're living in sin  
  
Baby, can you tell me  
Just where we fit in  
I call it love  
They call it living in sin  
Is it you and me or  
Just this world we live in  
I call it love  
They call it living in sin  
I don't know where to begin  
I don't know where we fit in  
Living in sin

"
64,Bon Jovi,Lonely At The Top,"Tell Franie I'm sorry she didn't get to know her dad  
I'll bet he's sorry he didn't get to know you too  
Tell her there'll be people singing things that make her sad  
How her daddy felt alone how he was hurtin' bad  
I guess that won't be too far from the truth  
  
Yeah, it's lonely at the top  
Happy is one thing it's not.  
  
I was jaded, suffocated, it got too hard to breath  
But I never got as high as I needed to be  
You know life becomes worthless when they steal your dreams  
I just couldn't live with what was left for me  
And I couldn't run far enough from the truth, what's the use  
  
Yeah, it's lonely at the top  
Happy's one thing it's not  
  
Before you know you find yourself alone and looking down  
No one there can help you stop before you hit the ground  
It's lonely at the top ooh yeah  
  
Tell Franie, I'm sorry I better kiss her when she cries  
I'm sorry I left her, never said good bye  
Didn't mean to leave you all alone but then the music died  
Through the song remains the same, I couldn't live that lie  
You know that ain't too far from the truth  
  
Yeah, it's lonely at the top  
Happy's one thing it's not  
  
Before you know you find yourself alone and looking down  
No one there to help you stop before you hit the ground  
Yeah, it's lonely at the top  
Yeah, it's lonely at the top  
It's lonely

"
65,Bon Jovi,Lonely Is The Night,"I need someone, I need somebody to be a friend,  
I'm not alone, but still I'm lonely in the end  
She was runnin' away on the 9 o'clock train, so very far from home,  
With a head full of schemes, a handful of dreams  
I was on my own  
  
I know you're out there, I know you're there  
  
Lonely, lonely is the night  
Lonely, lonely is the night  
  
What can I do, what can I say, to get her back,  
Alone I wait before my train comes runnin' down the tracks  
Heaven knows that I'd wait if God were to say that you would come  
I guess you can say it's the price that you pay for holdin' on  
  
I know you're out there, I know you're there  
  
Lonely, lonely is the night  
Lonely, lonely is the night  
  
Lonely, lonely is the night  
Lonely, lonely is the night  
  
If you want me, if you need me, I'll be there,  
If you want me, please believe me, I'll be waiting  
  
I know you're out there, I know you're there  
  
Lonely, lonely is the night  
Lonely, lonely is the night  
  
Lonely, lonely is the night  
Lonely, lonely is the night

"
66,Bon Jovi,Lost Highway,"Hey, hey  
Hey, hey  
  
In my rearview mirror  
My life is getting clearer  
The sunset sighs and slowly disappears  
These trinkets once were treasure  
Life changes like the weather  
You grow up, grow old, or you hit the road 'round here  
So I drive (Drive, drive)  
Watching white lines passing by  
With my plastic dashboard Jesus  
Waiting there to greet us  
  
[Chorus:]  
Hey, hey  
I finally found my way  
Said goodbye to yesterday  
Hit the gas, there ain't no brakes on this lost highway  
Yeah, I'm busting loose, I'm lettin' go  
Out on this open road  
It's independence day on this lost highway  
Hey, hey  
Hey, hey  
  
Don't know where I'm going  
But I know where I've been  
I'm afraid of going back again  
So I drive (Drive, drive)  
Years and miles are flying by  
And waiting there to greet us  
Is my plastic dashboard Jesus  
  
[Chorus]  
  
Oh patron saint of lonely souls  
Tell this boy which way to go  
Guide the car, you've got the keys  
Farewell to mediocrity  
Kicking off the cruise control  
And turning up the radio  
Got just enough religion  
And a half a tank of gas  
Come on  
Let's go  
  
I finally found my way  
Said goodbye to yesterday  
Hit the gas, there ain't no brakes on this lost highway  
I'm busting loose, I'm lettin' go  
When I'm out on this open road  
It's independence day on this lost highway  
Hey hey  
Hey hey  
Hey hey  
On this lost highway

"
67,Bon Jovi,Lucky,"She counts the days away and waits for valentines  
She says every girl in the past is just a waste of time  
You know, whoa  
She don't believe in miracles and make-believe  
If you were blind you still could see  
That she believes in me, Oh  
Feels like I found a pocket full of gold  
  
[Chorus]  
I'm lucky baby  
So lucky baby  
Lucky to be with you today  
Lucky to be the one to say ""I'm lucky baby""  
So lucky baby  
Whenever I see your smiling face  
Lucky to be the one to be lucky  
  
Now all of heaven's angels have to wear their wings  
She likes cheap sunglasses and diamond rings  
You know, oh  
She brings sunshine to a cloudy day  
When we walk on by people stop and say  
  
[Chorus]  
  
I'm lucky baby  
So lucky baby  
Lucky to be with you today  
Lucky to be the one to say ""I'm lucky baby""  
I'm lucky baby  
  
I got lucky when you found me  
It only took one kiss to see  
What did I do to get to be so lucky baby?  
  
[Chorus]  
  
I'm lucky baby  
Whenever I see your smiling face  
Lucky to be the one to be lucky

"
68,Bon Jovi,Maybe Tomorrow,"Seems like years since I've been home  
Living this dream on the endless roads  
Faces in the crowd, they stare at me  
Yours is the only one I wanted to see  
My heart cries out for sympathy  
But I need to hold you next to me  
And it won't be long, baby  
Maybe tomorrow  
These hotel rooms they're all the same  
Only the number on the door will be changed  
Lord I gotta do me one more show  
Then it's into the bus and off we go  
Should have talked to you  
Well I don't have to try  
When I find the music in your eyes  
And I'm telling myself that we'll take that ride, baby  
Maybe tomorrow  
I should've talked to you  
Well I don't got to try  
Where I can find the music in your eyes  
We're all blind, two lovers, into the night  
Maybe tomorrow  
Maybe tomorrow  
Tomorrow  
Tomorrow  
Maybe tomorrow  
  

"
69,Bon Jovi,Misunderstood,"Should I? Could I?  
Have said the wrong things right a thousand times  
If I could just rewind, I see it in my mind  
If I could turn back time, you'd still be mine  
  
You cried, I died  
I should have shut my mouth, things headed south  
As the words slipped off my tongue, they sounded dumb  
If this old heart could talk, it'd say you're the one  
I'm wasting time when I think about it  
  
[Chorus:]  
I should have drove all night,  
I would have run all the lights  
I was misunderstood  
I stumbled like my words,  
Did the best I could  
Damn, misunderstood  
  
Could I? Should I?  
Apologize for sleeping on the couch that night  
Staying out too late with all my friends  
You found me passed out in the yard again  
  
You cried, I tried  
To stretch the truth, but didn't lie  
It's not so bad when you think about it  
  
[Chorus]  
  
Intentions good  
  
It's you and I, just think about it  
  
I should have drove all night  
I would have run all the lights  
I was misunderstood  
I stumbled like my words, did the best I could  
I 'm hanging outside your door  
I've been here before  
Misunderstood  
  
I stumbled like my words, did the best I could  
Damn, misunderstood  
Intentions good.

"
70,Bon Jovi,No Regrets,"Thunder cracks, the sky is crying  
On her back she's pushing trying  
He holds her hand and kneels beside her bed  
Break the silence baby screaming  
In slow motion she ain't dreaming she closed her eyes looked  
Up to God and says  
  
Chorus  
Should I cry a little more  
Should I try a little more  
I'd pay the cost and laugh it off  
I'd do it all a thousand times again  
No Regrets  
Living's hard and dying's easy  
My mistakes they won't defeat me  
I like to burn the candle at both ends  
I've broke some hearts been broken hearted  
I've run away from fires I've started  
I didn't break but tried my best to bend  
  
Chorus  
Should I cry a little more  
Should I try a little more  
I'd pay the cost and laugh it off  
I'd do it all a thousand times again  
No Regrets  
  
No regrets-for things I've done  
No regrets-for wars I've won  
No regrets-for fires I've started  
No regrets-for faith departed  
Should I cry a little more  
Should I die a little more  
Should I lie a little more  
Should I get high a little more  
  
Should I cry a little more  
Should I try a little more  
I'd pay the cost and laugh it off  
I'd do it all a thousand times again  
No Regrets

"
71,Bon Jovi,634-5789,"If you need a little lovin', ya call on me  
And if you want a little huggin', ya call on me baby, ooh yeah,  
You can call me right here at home  
All you got to do is pick up the telephone  
And dial now (634-5789)  
What's my number (634-5789)  
  
If you need a little huggin', ya call on me  
And if ya want some kissin', ya call on me, it's all right  
No more lonely nights, who'll be alone now  
All you got to do is pick up the telephone  
And dial now (634-5789)  
That's my number (634-5789)  
  
Oh, I'll be right there  
Just as soon as I can  
If I be a little bit late now  
I hope that you'll understand  
  
And if ya need a little lovin', ya call on me, lord have mercy  
And if ya want a little kissin', ya call up Jonny B. Baby, it's all right  
Ain't no more lonely nights, we'll be alone now  
All you got to do is pick up the telephone  
And dial it (634-5789)  
That's my number (634-5789)  
Hey (634-5789)  
That's my number (634-5789)  
Oooh, hooo (634-5789)  
I'm runnin' to ya baby, where I belong (634-5789)  
Cause if you need me, want me, telle me that you love me (634-5789)  
Anytime, anywhere, come on baby (634-5789)  
Oooh hooo (634-5789)  
(634-5789)  
(634-5789)

"
72,Bon Jovi,99 In The Shade,"I feel I'm burning up with fever  
The fire's feeling really good tonight  
But it's all right  
'Cause I'm gonna see Sahara Jack and Suntan Sally  
Somebody tells me even Tommy's coming down  
Tonight, If Gina says it's all right  
  
I'm gonna see those senoritas lying under the sun  
Yeah they're greasing it up with their stereos on  
You know I want to be their blanket, gonna tell every girl  
Hey baby you're the one  
  
[Chorus:]  
Whoa, tell the boys I'm on my way  
I got the radio blasting in my old man's Chevrolet  
I got a party in my pocket,  
And you know I just got paid  
And I'm feeling fine, it's 99 in the shade.  
  
When the sun goes down, that's when the street heats up  
Senorita, margarita, fills your empty cup tonight  
She makes me feel so right  
A good time here doesn't cost much money  
Just a little sweet talking, let the pretties in the party  
And you're set for life  
Or one hell of a night  
  
I can see those sons of beaches  
Out there livin' it up  
In the surf and the sand,  
Man, that life ain't so tough  
So get me in the action  
Let me tell every girl she's the one  
  
[Chorus]  
  
And I'm feeling fine, it's 99 in the shade  
(I can almost taste it! )  
  
99, 99, 99  
99 in the shade  
99, 99,  
99 in the, whoa!  
  
[Chorus]  
  
I got the radio cranked in my old man's Chevrolet

"
73,Bon Jovi,All That Really Matters,"Are. Sambora  
  
When I look at you  
Youre beautiful  
There comes a time in someones life  
When you find things that matter  
And every time we touch  
The love runs deep  
We realize it's our to keep  
And that's all that really matters.  
Youll always be my sweet addiction  
In this life my saving grace  
Youre all that really matters  
You know it's true  
Aint no me without you.  
When you're in the dark  
Baby don't despair  
I'm just a spark away  
I will be there  
And that's all that matters.  
Youll always be my sweet addiction  
In this life my saving grace  
Youre all that really matters  
You know it's true  
Aint no me without you.  
Well share our lives together  
Yes our flame burns on forever  
And at the final curtain call  
We can say we did it all.  
Solo  
Youll always be my sweet addiction  
In this life my saving grace  
Youre all that really matters  
You know it's true  
Aint no me without you.  
And when we turns to dust  
And we fly away  
Therell be a light stil burning bright  
And that's all that really matters.

"
74,Bon Jovi,Amen,"Amen  
Last night I had a dream  
The dream I had was true  
I fell through the stars  
Went walking on the moon  
Burned like a thousand candles in her arms  
  
The skin under my finger tips  
Honeysuckle on her lips  
Sweeter than a man deserves to taste  
Mercy, mercy, what else can I say?  
  
But amen, amen, amen  
  
Last night we were born together  
It was like we'd always been  
She'll be with me forever  
If I don't see her again  
We poured the wine until our cup ran over  
  
Unfolding like the mystery  
Inside of her like poetry  
A thousand horses running through my veins  
Mercy, mercy what else can I say  
  
Amen, amen, amen  
  
I laid down in her garden  
Naked on her floor  
Windows up, the curtains blowing  
She don't lock the door  
  
Amen, amen  
  
At the banquet table  
A beggar at a feast  
I felt her tongue between her lips  
And I forgot to breath  
We stayed there 'til the candles burned the carpet  
  
Last night I had a dream  
The dream I had was true  
Mercy, mercy, what else can I say  
Mercy, mercy, I laid down and prayed  
  
Amen, amen  
Amen, amen

"
