,0,1,2
37,Metallica,My Apocalypse,"Claustrophobic  
Crawl out of this skin  
Hard explosive  
Reaching for that pin  
  
Feel thy name extermination  
Desecrating, hail of fire  
  
So we cross that line  
Into the crypt  
Total eclipse  
Suffer unto my apocalypse!  
  
Deadly vision  
Prophecy revealed  
Death magnetic  
Pulling closer still  
  
Feel thy name annihilation  
Desolating, hail of fire  
  
So we cross that line  
Into the crypt  
Total eclipse  
Suffer unto my apocalypse!  
  
My apocalypse, go!  
  
Crushing metal, ripping skin  
Tossing body mannequin  
Spilling blood, bleeding gas  
  
Mangle flesh, snapping spine  
Dripping bloody valentine  
Shattered face, spitting glass  
  
Split apart  
Split apart  
Split apart  
Split  
Spit it out!  
  
What makes me drift a litter bit closer  
Dead man takes the steering wheel  
What makes me know it?s time to cross over  
Words you repeat until I feel  
  
See through the skin the bones they all rattle  
Future and past they disagree  
Flesh falls away the bones they all shatter  
I start to see the end in me  
  
See the end in me?  
  
Claustrophobic  
Climb out of this skin  
Hard explosive  
Waiting for that pin  
  
Violate, annihilate  
A loser to my eyes  
Obliterate, exterminate  
At last accept, deny  
  
Feel thy name as hell awakens  
Destiny, inhale the fire  
  
But we cross that line  
Into the crypt  
Total eclipse  
Suffer unto my apocalypse!  
  
Tyrants awaken my apocalypse!  
Demon awaken my apocalypse!  
Heaven awaken my apocalypse!  
Suffer forever my apocalypse!

"
38,Metallica,My Friend Of Misery,"You just stood there screaming  
Fearing no one was listening to you  
They say the empty can rattles the most  
The sound of your voice must soothe you  
Hearing only what you want to hear  
And knowing only what you've heard  
You you're smothered in tragedy  
You're out to save the world  
  
Misery  
You insist that the weight of the world  
Should be on your shoulders  
Misery  
There's much more to life than what you see  
My friend of misery  
  
You still stood there screaming  
No one caring about these words you tell  
My friend before your voice is gone  
One man's fun is another's hell  
These times are sent to try men's souls  
But something's wrong with all you see  
You you'll take it on all yourself  
Remember, misery loves company  
  
Misery  
You insist that the weight of the world  
Should be on your shoulders  
Misery  
There's much more to life than what you see  
My friend of misery  
You just stood there creaming  
My friend of misery

"
39,Metallica,My World,"The motherfuckers got in my head  
Trying to make me someone else instead  
  
It's my world now  
It's my world now  
It's my world...  
It's my world...!  
  
Mama, why's it rainin' in my room?  
Cheer up boy! Clouds will move on soon!  
Heavy fog got me lost inside  
Gonna sit right back and enjoy this ride!  
  
It's my world  
You can't have it  
It's my world, It's my world  
It's my world  
  
Sucka!  
  
I'm out of my head, out of my head  
Get 'em out of my head, out of my head  
Get 'em out!  
  
Who's in charge of my head today?  
Dancin' devils in angels way  
  
It's my time now  
It's my time now  
It's my time...  
Yeah, it's my time...!  
  
Look out motherfuckers here I come!  
I'm gonna make my head my home  
The sons of bitches tried to take my head  
Tried to make me someone else instead  
  
It's my world  
You can't have it  
It's my world, it's my world  
It's my world  
  
Sucka!  
  
I'm out of my head, out of my head  
Get 'em out of my head, out of my head  
Get 'em out!  
  
Not only do I not know the answer...  
I DON'T EVEN KNOW WHAT THE QUESTION IS!! (x2)  
  
God it feels...  
Like it only rains on me (x4)  
  
Not only do I not know the answer...  
I DON'T EVEN KNOW WHAT THE QUESTION IS!! (x2)  
  
Sucka!  
  
I'm out of my head, out of my head  
Out of my head, get 'em out of my head  
Get 'em out!  
  
Enough's enough (x8)

"
40,Metallica,No Remorse,"No mercy for what we are doing  
No thought to even what we have done  
We don't need to feel the sorrow  
No remorse for the helpless one  
  
War without end  
No remorse, no repent  
We don't care what it meant  
Another day, another death  
Another sorrow, another breath  
No remorse, no repent  
We don't care what it meant  
Another day,another death  
Another sorrow, another breath  
  
Blood feeds the war machine  
As it eats its way across the land  
We don't need the feel the sorrow  
No remorse is the one command  
  
War without end  
No remorse, no repent  
We don't care what it meant  
Another day, another death  
Another sorrow, another breath  
No remorse, no repent  
We don't care what it meant  
Another day, another death  
Another sorrow, another breath  
  
Only the strong survive  
No one to save the weaker race  
We are ready to kill all comers  
Like a loaded gun right at your face  
  
War without end  
No remorse, no repent  
We don't care what it meant  
Another day, another death  
Another sorrow, another breath  
No remorse, no repent  
We don't care what it meant  
Another day, another death  
Another sorrow Another breath  
  
Attack  
Bullets are flying  
People are dying  
With madness surrounding all hell's breaking loose  
Soldiers are hounding  
Bodies are mounting  
Cannons are shouting to take their abuse  
With war machines going  
Blood starts to flowing  
No mercy given to anyone hear  
The furious fighting  
Swords are like lighting  
It all becomes frightening to you  
Know death is near  
No remorse

"
41,Metallica,Nothing Else Matters,"So close, no matter how far  
Couldn't be much more from the heart  
Forever trusting who we are  
And nothing else matters  
  
Never opened myself this way  
Life is ours, we live it our way  
All these words I don't just say  
And nothing else matters  
  
Trust I seek and I find in you  
Every day for us something new  
Open mind for a different view  
And nothing else matters  
  
Never cared for what they do  
Never cared for what they know  
But I know  
  
So close, no matter how far  
Couldn't be much more from the heart  
Forever trusting who we are  
And nothing else matters  
  
Never cared for what they do  
Never cared for what they know  
But I know  
  
I never opened myself this way  
Life is ours, we live it our way  
All these words I don't just say  
Nothing else matters  
  
Trust I seek and I find in you  
Every day for us, something new  
Open mind for a different view  
And nothing else matters  
  
Never cared for what they say  
Never cared for games they play  
Never cared for what they do  
Never cared for what they know  
And I know, yeah!  
  
So close, no matter how far  
Couldn't be much more from the heart  
Forever trusting who we are  
No, nothing else matters

"
42,Metallica,Of Wolf And Man,"Hey, hey, hey, hey, hey, hey, hey, hey, hey  
Hey, hey, hey, hey, hey, hey, hey, hey, hey  
  
Off through the new day's mist I run  
Off from the new day's mist I have come  
I hunt  
Therefore I am  
Harvest the land  
Taking of the fallen lamb  
  
Off through the new day's mist I run  
Off from the new day's mist I have come  
We shift  
Pulsing with the earth  
Company we keep  
Roaming the land while you sleep  
  
Shape shift, nose to the wind  
Shape shift, feeling I've been  
Move swift, all senses clean  
Earth's gift, back to the meaning (back to the meaning) of life  
  
Bright is the moon high in starlight  
Chill is the air cold as steel tonight  
We shift  
Call of the wild  
Fear in your eyes  
It's later than you realized  
  
Shape shift, nose to the wind  
Shape shift, feeling I've been  
Move swift, all senses clean  
Earth's gift. back to the meaning (back to the meaning) of life  
  
Hey, hey, hey, hey, hey, hey, hey, hey  
  
Got any wolves out there?  
  
I feel I change  
Back to a better day  
(Shape shift) Hair stands on the back of my neck  
(Move swift) In wildness is the preservation of the world  
So seek the wolf and not the man  
  
Shape shift, nose to the wind  
Shape shift, feeling I've been  
Move swift, all senses clean  
Earth's gift  
Back to the meaning (back to the meaning) of wolf and man

"
43,Metallica,One,"I can't remember anything  
Can't tell if this is true or dream  
Deep down inside I feel to scream  
This terrible silence stops me  
  
Now that the war is through with me  
I'm waking up, I can now see  
That there is not much left of me  
Nothing is real but pain now  
  
Hold my breath as I wish for death  
Oh please, God, wake me  
  
Back to the womb that's much too real  
In pumps life that I must feel  
But can't look forward to reveal  
Look to the time when I'll live  
  
Fed through the tube that sticks in me  
Just like a wartime novelty  
Tied to machines that make me be  
Cut this life off from me  
  
Hold my breath as I wish for death  
Oh please, God, wake me  
  
Now the world is gone, I'm just one  
Oh God, help me  
Hold my breath as I wish for death  
Oh please, God, help me  
  
Darkness imprisoning me  
All that I see  
Absolute horror  
I cannot live  
I cannot die  
Trapped in myself  
Body my holding cell  
  
Landmine has taken my sight  
Taken my speech  
Taken my hearing  
Taken my arms  
Taken my legs  
Taken my soul  
Left me with life in hell

"
44,Metallica,Overkill,"(Originally recorded by Motorhead)  
  
Only way to feel the noise, is when it's good and loud  
So good I can't believe it, screaming with the crowd  
  
Don't sweat it, give it back to you  
Don't sweat it, give it back to you  
Overkill  
Overkill  
Overkill  
Shut up!  
  
On your feet you feel the beat, it goes straight to your spine  
Shake your head, you must be dead, if it don't make you fly  
  
Don't sweat it, give it back to you  
Don't sweat it, give it back to you  
Overkill  
Overkill  
Overkill  
Get the fuck down!  
  
Ooh, yeah!  
  
Know your body's made to move, it goes straight to your spine  
You gotta move it, if it don't make you fly  
  
Don't sweat it, give it back to you  
Don't sweat it, give it back to you  
Overkill  
Overkill  
Overkill  
Get on with it!

"
45,Metallica,Purify,"Purify  
  
Tear it down  
Strip the layers off  
My turpentine  
Old paint, old looks  
Cover up the past  
White heat, white light  
Super white bones  
Bones of you and I  
  
Pure if I...Can't you help me?  
Pure if I...Won't you help me?  
Purify, you and I  
Purify, you and I  
Pure if I...Can't you help me?  
Pure if I...Won't you help me?  
  
You and I, Purify (x3)  
  
Truth and dare  
Peeling back the skin  
Acid wash  
Ghost white  
Ultra clean  
Want to be skeleton  
Clear eyes  
Diamond eyes  
Strip the past of mine  
My sweet turpentine  
  
Pure if I...Can't you help me?  
Pure if I...Won't you help me?  
Purify, you and I  
Purify, you and I  
Pure if I...Can't you help me?  
Pure if I...Won't you help me?  
  
You and I, Purify (x3)  
  
I can find the dirt on anything  
I can find the dirt on anything  
  
I ain't dancing with your skeletons  
I ain't dancing with what might have been  
  
Pure if I...Can't you help me?  
Pure if I...Won't you help me?  
Purify, you and I  
Purify, you and I  
Pure if I...Can't you help me?  
Pure if I...Won't you help me?  
  
You and I, Purify  
You and I, Purify  
C'mon, Purify!

"
46,Metallica,Sabbra Cadabra,"Feel so good I feel so fine  
Love that little lady always on my mind  
She gives me lovin' every night and day  
Never gonna leave her  
Never going away  
Someone to love me  
You know she makes me feel alright  
Someone to needs me  
Love me every single night  
  
Feel so happy since I met that girl  
When we're making love  
It's something out of this world  
Feels so good to know that she's all mine  
Going to love that woman till the end of time  
Someone to live for  
Love me till the end of time  
She make me feel happy  
Good to know that she's all mine  
  
I am the world that hides  
The universal secret of all time  
Destruction of the empty spaces  
Is my one and only crime  
I've lived a thousand times  
I found out what it means to be believed  
The thoughts and images  
The unborn child that never was conceived  
Ya gotta believe me  
  
Hey! I'm talking to you!  
Well I know its hard for you  
To know the reason why  
And I know you'll understand  
More when it's time to die  
  
Don't believe the life you have  
Will be the only one  
You have to let your body sleep  
To let your soul live on. Ha ha!  
  
Whoa  
Feel so happy since I met that girl  
When we're making love  
It's something out of this world  
Feels so good to know that she's all mine  
Going to love that woman till the end of time  
Someone to live for  
Love me till the end of time  
She make me feel happy  
Good to know that she's all mine  
  
She's all mine, yeah  
Yo-oh, yeah

"
47,Metallica,Sad But True,"Hey  
I'm your life  
I'm the one who takes you there  
I'm your life  
I'm the one who cares  
They  
They betray  
I'm your only true friend now  
They  
They'll betray  
I'm forever there  
  
I'm your dream, make you real  
I'm your eyes when you must steal  
I'm your pain when you can't feel  
Sad but true  
I'm your dream, mind astray  
I'm your eyes while you're away  
I'm your pain while you repay  
You know it's sad but true  
  
You  
You're my mask  
You're my cover, my shelter  
You  
You're my mask  
You're the one who's blamed  
  
Do  
Do my work  
Do my dirty work, scapegoat  
Do  
Do my deeds  
For you're the one who's shamed  
  
I'm your dream, make you real  
I'm your eyes when you must steal  
I'm your pain when you can't feel  
Sad but true  
I'm your dream, mind astray  
I'm your eyes while you're away  
I'm your pain while you repay  
You know it's sad but true  
  
I'm your dream.  
I'm your eyes.  
I'm your pain.  
I'm your dream.  
I'm your eyes.  
I'm your pain.  
You know it's sad but true  
  
Hate  
I'm your hate  
I'm your hate when you want love  
Pay  
Pay the price  
Pay, for nothing's fair  
  
Hey  
I'm your life  
I'm the one who took you here  
Hey  
I'm your life  
And I no longer care  
  
I'm your dream, make you real  
I'm your eyes when you must steal  
I'm your pain when you can't feel  
Sad but true  
I'm your truth, telling lies  
I'm your reasoned alibis  
I'm inside open your eyes  
I'm you  
Sad but true

"
48,Metallica,Shoot Me Again,"I won't go away  
Right here I'll stay  
  
Stand silent in flames  
Stand tall 'till it fades  
  
Shoot me again  
I ain't dead yet (x4)  
  
Shoot me again  
Shoot me again  
Shoot me!  
Shoot me again  
Shoot me again  
C'mon! (x2)  
  
All the shots I take  
I spit back at you  
All the shit you fake  
Comes back to haunt you  
  
All the shots...  
All the shots...  
  
All the shots I take  
What difference did I make?  
All the shots I take  
I spit back at you  
  
I won't go away  
With a bullet in my back!  
Right here I'll stay  
With a bullet in my back!  
  
Shoot me...  
Take a shot  
Shoot me...  
Take a shot  
Shoot me...  
Take a shot  
Shoot me...  
Take a shot  
  
I'll stand on my own  
With a bullet in my back!  
I'm stranded and sold  
With a bullet in my back!  
  
Shoot me again  
I ain't dead yet (x4)  
  
Shoot me again  
Shoot me again  
C'mon!  
Shoot me again  
Shoot me again  
C'mon! (x2)  
  
All the shots I take  
I spit back at you  
All the shit you fake  
Comes back to haunt you  
  
All the shots...  
All the shots...  
  
All the shots I take  
What difference did I make?  
All the shots I take  
I spit back at you  
  
I bite my tongue  
Trying not to shoot back  
No compromise  
My heart won't pump the other way  
  
Wake the sleeping giant  
Wake the beast  
Wake the sleeping dog  
No, let him sleep  
  
I bite my tongue  
Trying not to shoot back...  
  
All the shots I take  
I spit back at you  
All the shit you fake  
Comes back to haunt you  
  
All the shots...  
All the shots...  
  
All the shots I take  
What difference did I make?  
All the shots I take  
I spit back at you

"
49,Metallica,St. Anger,"Saint Anger 'round my neck  
Saint Anger 'round my neck  
He never gets respect  
Saint Anger 'round my neck  
  
You flush it out, you flush it out  
Saint Anger 'round my neck  
You flush it out, you flush it out  
He never gets respect  
You flush it out, you flush it out  
Saint Anger 'round my neck  
You flush it out, you flush it out  
He never gets respect  
  
Fuck it all and fuckin' regrets  
I hit the lights on these dark sets  
I need a voice to let myself  
To let myself go free  
Fuck it all and fuckin' no regrets  
I it the lights on these dark sets  
I tie a noose to hang myself  
Saint Anger 'round my neck  
  
I feel my world shake  
Like an earthquake  
It's hard to see clear  
Is it me? Is it fear?  
  
I'm madly in anger with you!  
I'm madly in anger with you!  
I'm madly in anger with you!  
I'm madly in anger with you!  
  
Saint Anger 'round my neck  
Saint Anger 'round my neck  
He never gets respect  
Saint Anger 'round my neck  
  
You flush it out, you flush it out  
Saint Anger 'round my neck  
You flush it out, you flush it out  
He never gets respect  
You flush it out, you flush it out  
Saint Anger 'round my neck  
You flush it out, you flush it out  
He never gets respect  
  
Fuck it all and fuckin' no regrets  
I hit the lights on these dark sets  
I need a voice to let myself  
To let myself go free  
Fuck it all and fuckin' no regrets  
I hit the lights on these dark sets  
Medallion noose, I hang myself  
Saint Anger 'round my neck  
  
I feel my world shake  
Like an earthquake  
It's hard to see clear  
Is it me? Is it fear?  
  
I'm madly in anger with you!  
I'm madly in anger with you!  
I'm madly in anger with you!  
I'm madly in anger with you!  
  
And I want my anger to be healthy  
And I want my anger just for me  
And I need my anger not to control  
And I want my anger to be me  
  
And I need to set my anger free  
And I need to set my anger free  
And I need to set my anger free  
And I need to set my anger free  
  
Set it free!  
  
Fuck it all and fuckin' no regrets  
I hit the lights on these dark sets  
I need a voice to let myself  
To let myself go free  
Fuck it all and fuckin' no regrets  
I it the lights on these dark sets  
I tie noose to hang myself  
Saint Anger 'round my neck  
  
I feel my world shake  
Like an earthquake  
It's hard to see clear  
Is it me? Is it fear?  
  
I'm madly in anger with you!  
I'm madly in anger with you!  
I'm madly in anger with you!  
I'm madly in anger with you!

"
50,Metallica,Stone Cold Crazy,"Sleepin' very soundly on a Saturday morning  
I was dreamin' I was Al Capone  
Rumor goin' round gotta clear outta town  
Smellin' like a dry fish bone  
  
Here come the law gonna break down the door  
Gonna tear me away once more  
Never never never want it any more  
Gotta get away from the stone cold law  
  
Crazy  
Stone cold crazy yeah  
Rainy afternoon got a killer typhoon  
Playin' on my saxaphone  
  
Anymore anymore cannot take it anymore  
Gotta get away from the stone cold law  
Crazy  
Stone cold crazy (lets go)  
  
Walkin' down the street  
Shootin' people that I meet  
Fully loaded Tommy gun  
Here come the deputy tryin' fuckin' gettin' me  
  
Gotta fuckin' get up and run  
They got the sirens loose  
I run right outta juice  
They're gonna put me in a cell if I can't go to hell  
  
Lemme go to hell  
Crazy  
Stone cold crazy yeah

"
51,Metallica,Sweet Amber,"Wash your back so you won't stab mine  
Get in bed with your own kind  
Live your life so you don't see mine  
Drape your back so you won't shine  
  
Oooh then she hold my hand  
And I lie to get a smile (x2)  
  
Using what I want  
To get what you want (x4)  
  
Ooh, sweet amber  
  
How sweet are you?  
How sweet does it get? (x2)  
  
Chase the rabbit, fetch the stick  
She rolls me over, 'till I'm sick  
She deals in habits, deals in pain  
I run away, but I'm back again  
  
Oooh, then she holds my hand  
And I lie to get a smile  
And she squeezes tighter  
I still lie to get a smile  
  
Using what I want  
To get what you want (x4)  
  
Ooh, sweet amber  
  
How sweet are you?  
How sweet does it get? (x2)  
  
She holds the pen that spells the end  
She traces me and draws me in (x2)  
  
Ooh, sweet amber...  
Ooh, sweet amber  
  
How sweet are you?  
Oooh, how sweet does it get? (x2)  
  
It's never as sweet as it seems!

"
52,Metallica,That Was Just Your Life,"Like a siren in my head that I was placed to repeat  
Like a blind man that was shoved into the speeding driver's seat  
Like a face that learned to speak, when all it knew was how to fight  
Like a misery that keeps me from just going out astray  
Like an illness that I'm about to waken from its state  
  
Contradiction  
A premonition  
Now are the aids who I deny  
I deny  
  
I blind my eyes and try to force it all into place  
I stitch them up, see not my fall from grace  
I blind my eyes, I hardly feel it passing me by  
I open just in time to say goodbye  
  
Almost like your life  
Almost like your endless fight  
Cursed, the day is long  
Realize you don't belong  
Disconnect somehow  
Never stop complaining now  
Almost like your fight  
And there it went  
Almost like your life  
  
Like a bullet, keeps on bleeding to remind me not to think  
Like a raging river, drowning when I only need a drink  
Like a poison that I swallow, but I want the world to die  
  
Like a release from a prison that I didn't know I was in  
Like a fight to live the present, I pictured it like this  
Like a general without a mission until the wars start again  
Start again  
  
I blind my eyes and try and force it all into place  
I stitch them up, see not my fall from grace  
I blind my eyes, I hardly feel it passing me by  
I open just in time to say goodbye  
  
Almost like your life  
Almost like your endless fight  
Cursed, the day is long  
Realize you don't belong  
Disconnect somehow  
Never stop complaining now  
Almost like your fight  
And there it went  
Almost like your life  
  
Like a touch from hell  
I feel how hot that it can get if you get caught  
Like a strike from heaven that turns that key  
That brings you straight down to your knees  
Like a touch from hell  
I feel how hot that it can get if I get caught  
Like a strike from heaven to reprieve  
That brings you straight down to your knees  
  
Almost like your life  
Almost like your endless fight  
Cursed, the day is long  
Realize you don't belong  
Disconnect somehow  
Never stop complaining now  
Almost like your fight  
And there it went  
Almost like your life  
That was just your life

"
53,Metallica,The Chase Is Better Than The Catch,"The Chase is Better Than the Catch  
(Metallica - Miscellaneous)  
  
You know I'm bad, the times I've had  
I've gotta bad reputation  
I don't care, I get my share  
Don't feel no deprivation  
The more I get the better it is  
I like it fine, Like a little whizz  
Treat'em like ladies, that's a fact  
You know the chase is better than the catch  
  
Silver tongued devil, deamon leach  
You know just what I'm doing  
I like a little innocent bitch  
You know I ain't just screwing  
I love you baby, love you too much  
I like you fine I feel your touch  
But your appearance don't hold no class  
You know the chase is better than the catch  
  
A little beauty I love you madly  
Come on home with me  
I know you're hot, I know what you've got  
You know I want to shake your tree  
Come on honey touch me right there  
Come on honey don't you get scared  
Come on honey let me get you in the sack  
You know the chase is better than the catch

"
54,Metallica,The Day That Never Comes,"Born to push you around  
Better just stay down  
You pull away  
He hits the flesh  
You hit the ground  
  
Mouth so full of lies  
Tend to block, your eyes  
Just keep them closed  
Keep praying  
Just keep awaiting  
  
Waiting for the one  
The day that never comes  
When they stand up and feel the warmth  
But the sunshine never comes, no  
No, the sunshine never comes  
  
Push you cross that line  
Just stay down this time  
Hide in yourself  
Crawl in yourself  
You'll have your time  
  
God I'll make them pay  
Take it back one day  
I'll end this day  
I'll splatter color on this grave  
  
Waiting for the one  
The day that never comes  
When they stand up and feel the warmth  
But the sunshine never comes  
  
Love is a four letter word  
And never spoken here  
Love is a four letter word  
Here in this prison  
  
I suffer this no longer  
I put it into  
This I swear  
This I swear  
The sun will shine  
This I swear  
This I swear  
This I swear

"
55,Metallica,The End Of The Line,"Need  
More and more  
Tainted misery  
  
Bleed  
Battle scars  
Chemical affinity  
  
Reign  
Legacy  
Innocence corrode  
  
Stain  
Rot away  
Catatonic overload  
  
Choke  
Asphyxia  
Snuff reality  
  
Scorch  
Kill the light  
Incinerate celebrity  
  
Reaper  
Butchery  
Karma amputee  
  
Bloodline  
Breeding fine  
Death contagious deity  
  
Hooked into this deceiver  
Need more and more  
Into the endless fever  
Need more and more  
  
New consequence machine  
Burn through all your gasoline  
Asylum overtime  
Never mind  
You reach the end of the line  
  
Time  
Choke the clock  
Steal another day  
  
Die  
Faithfully  
Narcissistic fade away  
  
Twisted  
Jump the rail  
Shout at the crowd below  
  
Breaker  
Chase the ghost  
The latest high to all time low  
  
Hooked into this deceiver  
Need more and more  
Into the endless fever  
Need more and more  
  
New consequence machine  
Burn through all your gasoline  
Asylum overtime  
Never mind  
You reach the end of the line  
  
Drop the hourglass of time  
Spinning sand we will not find  
As we gather here today  
We bid farewell  
  
The slave becomes the master  
The slave becomes the master  
The slave becomes the master  
The slave becomes the master  
  
Need more and more  
Right now and ever after  
Need more and more  
  
New consequence machine  
Burn through all your gasoline  
Asylum overtime  
Never mind  
  
Dead hourglass of time  
Sand we will not ever find  
We gather here today  
Say goodbye  
'Cause you've reached the end of the line  
  
The end of the line  
The end of the line  
The end of the line  
You've reached the end of the line

"
56,Metallica,The Four Horsemen,"By the last breath of the fourth winds blow  
Better raise your ears  
The sound of hooves knocks at your door  
Lock up your wife and children now  
It's time to wield the blade  
For now you have got some company  
  
The Horsemen are drawing nearer  
On the leather steeds they ride  
They have come to take your life  
On through the dead of night  
With the four Horsemen ride  
Or choose your fate and die  
  
You have been dying since the day  
You were born  
You know it has all been planned  
The quartet of deliverance rides  
A sinner once a sinner twice  
No need for confession now  
'Cause now you have got the fight of your life  
  
The Horsemen are drawing nearer  
On the leather steeds they ride  
They have come to take your life  
On through the dead of night  
With the four Horsemen ride  
Or choose your fate and die  
  
Time  
Has taken its toll on you  
The lines that crack your face  
Famine  
Your body it has torn through  
Withered in every place  
Pestilence  
For what you have had to endure  
And what you have put others through  
Death  
Deliverance for you for sure  
There is nothing you can do  
  
So gather round young warriors now  
And saddle up your steeds  
Killing scores with demon swords  
Now is the death of doers of wrong  
Swing the judgment hammer down  
Safely inside armor blood guts and sweat  
  
The Horsemen are drawing nearer  
On the leather steeds they ride  
They have come to take your life  
On through the dead of night  
With the four Horsemen ride  
Or choose your fate and die

"
57,Metallica,The Frayed Ends Of Sanity,"Never hunger  
Never prosper  
I have fallen prey to failure  
Struggle within  
Triggered again  
Now the candle burns at both ends  
Twisting under schizophrenia  
Falling deep into dementia  
  
Old habits reappear  
Fighting the fear of fear  
Growing conspiracy  
Everyone's after me  
Frayed ends of sanity  
Hear them calling  
Hear them calling me  
  
Birth of terror  
Death of much more  
I'm the slave of fear,my captor  
Never warnings  
Spreading its wings  
As I wait for the horror she brings  
Loss of interest,question,wonder  
Waves of fear they pull me under  
  
Old habits reappear  
Fighting the fear of fear  
Growing conspiracy  
Everyone's after me  
Frayed ends of sanity  
Hear them calling  
Hear them calling me  
  
Into run  
I am sinking  
Hostage of this nameless feeling  
Hell is set free  
Flooded I'll be  
Feel the undertow inside me  
Height,hell,time,haste,terror,tension  
Life,death,want,waste,mass depression  
  
Old habits reappear  
Fighting the fear of fear  
Growing conspiracy  
Myself is after me  
Frayed ends of sanity  
Hear them calling  
Frayed ends of sanity  
Hear them calling  
Hear them calling me

"
58,Metallica,The God That Failed,"Pride you took  
Pride you feel  
Pride that you felt when you'd kneel  
Not the word  
Not the love  
Not what you thought from above  
  
It feeds  
It grows  
It clouds all that you will know  
Deceit  
Deceive  
Decide just what you believe  
  
I see faith in your eyes  
Never your hear the discouraging lies  
I hear faith in your cries  
Broken is the promise, betrayal  
The healing hand held back by the deepened nail  
Follow the god that failed  
  
Find your peace  
Find your say  
Find the smooth road in your way  
Trust you gave  
A child to save  
Left you cold and him in grave  
  
It feeds  
It grows  
It clouds all that you will know  
Deceit  
Deceive  
Decide just what you believe  
  
I see faith in your eyes  
Never you hear the discouraging lies  
I hear faith in your cries  
Broken is the promise, betrayal  
The healing hand held back by the deepened nail  
Follow the god that failed  
  
I see faith in your eyes  
Broken is the promise, betrayal  
The healing hand held back by the deepened nail  
Follow the god that failed  
  
Pride you took  
Pride you feel  
Pride that you felt when you'd kneel  
Trust you gave  
A child to save  
Left you cold and him in grave  
  
I see faith in your eyes  
Never you hear the discouraging lies  
I hear faith in your cries  
Broken is the promise, betrayal  
The healing hand held back by deepened nail  
Follow the god that failed  
Follow the god that failed  
  
Broken is the promise  
Betrayal, betrayal, yeah

"
59,Metallica,The Judas Kiss,"When the world has turned its back  
When the days have turned pitch black  
When the fear abducts your tongue  
When the fire's dead and gone  
  
So what now?  
Where do I head?  
  
When you think it's all said and done  
When you are the ostracized  
Selfish written, dead goodbyes  
Twisting of the tourniquet  
When the pieces never fit  
  
So what now?  
Where do I head?  
  
When you think it's all said and done  
  
Bow down  
Sell your soul to me  
I will set you free  
Pacify your demons  
  
Bow down  
Surrender unto me  
Submit infectiously  
Sanctify your demons  
  
Into abyss  
You don't exist  
Cannot resist  
The Judas kiss  
  
When the storm has blacked your sky  
Intuition crucify  
When the ego strips your reign  
Assassinate the living flame  
  
So what now?  
Where do I head?  
  
When you think it's all said and done  
Venom of a life insane  
Bites into your fragile veins  
Internalize and decimate  
Pitting it as complicate  
  
So what now?  
Where do I head?  
  
When you think it's all said and done  
  
Bow down  
Sell your soul to me  
I will set you free  
Pacify your demons  
  
Bow down  
Surrender unto me  
Submit infectiously  
Sanctify your demons  
  
Into abyss  
You don't exist  
Cannot resist  
The Judas kiss  
  
Judas lives recite this vow  
I've become your new god now  
  
Follow you from dawn of time  
Whisper thoughts into your mind  
Watched your towers hit the ground  
Lured the children never found  
Helped your kings abuse their crown  
  
In the heart of evil man  
Plant the seeds of my own plan  
Strong and powerful will fall  
Find a piece of me in all  
Inside you all  
  
So bow down  
Sell your soul to me  
I will set you free  
Pacify your demons  
  
Bow down  
Surrender unto me  
Submit infectiously  
Sanctify your demons  
  
Into abyss  
You don't exist  
Cannot resist  
The Judas kiss

"
60,Metallica,The Mechanix,"You imagine you were at my station  
And you brought your  
motor to me  
You're a burner yeah, a real motor car  
You say you want your order filled  
Made me shiver when I  
put it in  
Pumping just won't do, you know, lucky for  
you  
  
Who'd ever thought you'd be better  
At turning a screw than me  
I do it for my life  
You  
made my drive shaft crank  
You made my pistons bulge  
You made my ball bearings melt from the heat  
Oh yeah  
yeah  
  
We were shifting this hard when we took off  
Put tonight all four on the floor  
When we hit top then  
you know it feels so slow  
You say you want your order  
filled  
Made me shiver when I put it in  
Pumping just  
won't do, you know, lucky for you  
  
Who'd  
ever thought you'd be better  
At turning a screw than  
me  
I do it for my life  
You made my drive shaft  
crank  
You made my pistons bulge  
You made my ball  
bearings melt from the heat  
Oh yeah yeah  
  
I'm giving you my room service  
And you know  
it's more than enough  
When you spark my plug you know  
I'm in love  
You imagine you were at my station  
And you brought your motor to me  
With all four on the  
floor I feel what's in store  
  
Who'd ever  
thought you'd be better  
At turning a screw than me  
I do it for my life  
You made my drive shaft crank  
You made my pistons bulge  
You made my ball bearings melt  
from the heat  
Oh yeah yeah

"
